#Device;NPA101
#Device Name;NO NAME
#Format;LOG
#Date;2000-01-01
#Version;01.002-02.430-03.730
#Serial No.;000100329
#Mode;Unlimited
#Logging Interval[s];0.100
#Specified Logging Count;-----
#Specified Logging Time[s];-----
#Start Time;00:17:25
#Stop Time;00:24:40
#Actual Count;4352        
URMS[V];IRMS[A];P[W];FPLL[Hz];URange[V];IRange[A];S[VA];Q[var];LAMBDA[];UTHD[%];Timestamp
236.95;0.730;0.0959E+03;50.064;300;20;0.1729E+03;0.1438E+03;0.555;1.86;00:17:25.000
236.91;0.714;0.0939E+03;50.064;300;20;0.1692E+03;0.1407E+03;0.555;1.88;00:17:25.100
236.91;0.731;0.0961E+03;50.064;300;20;0.1732E+03;0.1441E+03;0.555;1.87;00:17:25.200
236.89;0.720;0.0948E+03;50.065;300;20;0.1705E+03;0.1418E+03;0.556;1.84;00:17:25.300
236.85;0.735;0.0968E+03;50.064;300;20;0.1742E+03;0.1448E+03;0.556;1.85;00:17:25.400
236.80;0.712;0.0937E+03;50.065;300;20;0.1687E+03;0.1403E+03;0.555;1.86;00:17:25.500
236.85;0.735;0.0966E+03;50.065;300;20;0.1740E+03;0.1447E+03;0.555;1.85;00:17:25.600
236.87;0.736;0.0969E+03;50.064;300;20;0.1744E+03;0.1449E+03;0.556;1.86;00:17:25.700
236.89;0.730;0.0960E+03;50.065;300;20;0.1729E+03;0.1439E+03;0.555;1.85;00:17:25.800
236.91;0.730;0.0961E+03;50.065;300;20;0.1728E+03;0.1437E+03;0.556;1.85;00:17:25.900
236.91;0.722;0.0950E+03;50.064;300;20;0.1710E+03;0.1422E+03;0.555;1.87;00:17:26.000
236.90;0.730;0.0960E+03;50.063;300;20;0.1729E+03;0.1437E+03;0.556;1.85;00:17:26.100
236.96;0.728;0.0958E+03;50.063;300;20;0.1726E+03;0.1435E+03;0.555;1.84;00:17:26.200
236.93;0.727;0.0958E+03;50.062;300;20;0.1723E+03;0.1432E+03;0.556;1.86;00:17:26.300
236.95;0.715;0.0943E+03;50.064;300;20;0.1694E+03;0.1407E+03;0.557;1.85;00:17:26.400
236.96;0.731;0.0962E+03;50.064;300;20;0.1733E+03;0.1441E+03;0.555;1.85;00:17:26.500
237.01;0.722;0.0952E+03;50.064;300;20;0.1710E+03;0.1421E+03;0.557;1.85;00:17:26.600
237.01;0.727;0.0958E+03;50.066;300;20;0.1723E+03;0.1432E+03;0.556;1.86;00:17:26.700
237.00;0.725;0.0956E+03;50.065;300;20;0.1719E+03;0.1429E+03;0.556;1.85;00:17:26.800
237.02;0.731;0.0962E+03;50.065;300;20;0.1733E+03;0.1442E+03;0.555;1.86;00:17:26.900
237.03;0.714;0.0941E+03;50.065;300;20;0.1692E+03;0.1406E+03;0.556;1.85;00:17:27.000
237.02;0.733;0.0965E+03;50.065;300;20;0.1737E+03;0.1444E+03;0.556;1.84;00:17:27.100
237.05;0.734;0.0967E+03;50.066;300;20;0.1739E+03;0.1445E+03;0.556;1.85;00:17:27.200
237.04;0.716;0.0943E+03;50.066;300;20;0.1697E+03;0.1411E+03;0.556;1.86;00:17:27.300
237.03;0.731;0.0962E+03;50.066;300;20;0.1732E+03;0.1439E+03;0.556;1.86;00:17:27.400
236.90;0.701;0.0919E+03;50.065;300;20;0.1660E+03;0.1382E+03;0.554;1.85;00:17:27.500
237.03;0.752;0.0992E+03;50.065;300;20;0.1784E+03;0.1482E+03;0.556;1.87;00:17:27.600
237.04;0.719;0.0948E+03;50.063;300;20;0.1705E+03;0.1417E+03;0.556;1.86;00:17:27.700
237.04;0.736;0.0967E+03;50.062;300;20;0.1744E+03;0.1451E+03;0.555;1.85;00:17:27.800
237.05;0.723;0.0950E+03;50.063;300;20;0.1713E+03;0.1425E+03;0.555;1.87;00:17:27.900
237.02;0.729;0.0955E+03;50.062;300;20;0.1727E+03;0.1439E+03;0.553;1.82;00:17:28.000
237.06;0.729;0.0960E+03;50.062;300;20;0.1729E+03;0.1439E+03;0.555;1.84;00:17:28.100
237.09;0.730;0.0959E+03;50.062;300;20;0.1730E+03;0.1440E+03;0.554;1.85;00:17:28.200
237.08;0.723;0.0950E+03;50.063;300;20;0.1714E+03;0.1427E+03;0.554;1.85;00:17:28.300
237.06;0.726;0.0953E+03;50.062;300;20;0.1721E+03;0.1433E+03;0.554;1.86;00:17:28.400
237.01;0.723;0.0950E+03;50.063;300;20;0.1714E+03;0.1427E+03;0.554;1.85;00:17:28.500
237.03;0.733;0.0964E+03;50.062;300;20;0.1737E+03;0.1445E+03;0.555;1.86;00:17:28.600
237.03;0.731;0.0960E+03;50.064;300;20;0.1733E+03;0.1443E+03;0.554;1.86;00:17:28.700
237.06;0.724;0.0953E+03;50.065;300;20;0.1716E+03;0.1428E+03;0.555;1.85;00:17:28.800
237.06;0.733;0.0962E+03;50.065;300;20;0.1738E+03;0.1447E+03;0.554;1.85;00:17:28.900
237.04;0.724;0.0953E+03;50.066;300;20;0.1715E+03;0.1426E+03;0.555;1.85;00:17:29.000
237.06;0.742;0.0978E+03;50.065;300;20;0.1760E+03;0.1463E+03;0.556;1.87;00:17:29.100
