#Device;NPA101
#Device Name;NO NAME
#Format;LOG
#Date;01/01/2000
#Version;01.002-02.430-03.730
#Serial No.;100329

#Mode;Unlimited
#Logging Interval[s];0.1
#Specified Logging Count;-----
#Specified Logging Time[s];-----

#Start Time;00:01:39
#Stop Time;00:09:00

#Actual Count;4419

URMS[V];IRMS[A];P[W];FPLL[Hz];URange[V];IRange[A];S[VA];Q[var];LAMBDA[];UTHD[%];Timestamp;Time
237.12;0.822;9.89E+01;49.964;300;20;1.95E+02;1.68E+02;0.507;1.62;07:29.4;350.4
237.12;1.012;1.21E+02;49.964;300;20;2.40E+02;2.08E+02;0.502;1.63;07:29.5;350.5
237.03;1.463;1.75E+02;49.964;300;20;3.47E+02;3.00E+02;0.503;1.67;07:29.6;350.6
236.96;2.01;2.45E+02;49.962;300;20;4.76E+02;4.09E+02;0.515;1.71;07:29.7;350.7
236.75;3.137;4.02E+02;49.961;300;20;7.43E+02;6.25E+02;0.541;1.75;07:29.8;350.8
236.77;2.947;3.74E+02;49.96;300;20;6.98E+02;5.89E+02;0.536;1.74;07:29.9;350.9
236.87;2.498;3.11E+02;49.96;300;20;5.92E+02;5.03E+02;0.526;1.71;07:30.0;351
236.95;2.072;2.54E+02;49.959;300;20;4.91E+02;4.20E+02;0.518;1.7;07:30.1;351.1
237.04;1.577;1.90E+02;49.959;300;20;3.74E+02;3.22E+02;0.509;1.68;07:30.2;351.2
236.97;1.33;1.60E+02;49.96;300;20;3.15E+02;2.72E+02;0.506;1.66;07:30.3;351.3
237.08;1.167;1.40E+02;49.959;300;20;2.77E+02;2.39E+02;0.506;1.64;07:30.4;351.4
237.11;0.994;1.19E+02;49.959;300;20;2.36E+02;2.03E+02;0.506;1.63;07:30.5;351.5
237.14;0.841;1.01E+02;49.959;300;20;2.00E+02;1.72E+02;0.508;1.63;07:30.6;351.6
237.16;0.818;9.86E+01;49.959;300;20;1.94E+02;1.67E+02;0.508;1.61;07:30.7;351.7
237.19;0.825;9.93E+01;49.96;300;20;1.96E+02;1.69E+02;0.507;1.61;07:30.8;351.8
237.16;0.799;9.62E+01;49.961;300;20;1.90E+02;1.63E+02;0.508;1.62;07:30.9;351.9
237.16;0.811;9.75E+01;49.96;300;20;1.92E+02;1.66E+02;0.507;1.62;07:31.0;352
237.11;0.784;9.43E+01;49.961;300;20;1.86E+02;1.60E+02;0.508;1.62;07:31.1;352.1
237.12;0.8;9.62E+01;49.962;300;20;1.90E+02;1.63E+02;0.507;1.64;07:31.2;352.2
237.13;0.814;9.80E+01;49.961;300;20;1.93E+02;1.66E+02;0.507;1.62;07:31.3;352.3
237.15;0.797;9.59E+01;49.96;300;20;1.89E+02;1.63E+02;0.507;1.63;07:31.4;352.4
237.11;0.795;9.57E+01;49.961;300;20;1.88E+02;1.62E+02;0.508;1.63;07:31.5;352.5
237.1;0.788;9.51E+01;49.96;300;20;1.87E+02;1.61E+02;0.509;1.63;07:31.6;352.6
237.09;0.79;9.51E+01;49.96;300;20;1.87E+02;1.61E+02;0.508;1.63;07:31.7;352.7
237.06;1.121;1.33E+02;49.96;300;20;2.66E+02;2.30E+02;0.502;1.65;07:31.8;352.8
236.98;1.587;1.90E+02;49.959;300;20;3.76E+02;3.24E+02;0.506;1.67;07:31.9;352.9
236.89;2.118;2.59E+02;49.961;300;20;5.02E+02;4.30E+02;0.516;1.72;07:32.0;353
236.75;2.689;3.37E+02;49.961;300;20;6.37E+02;5.40E+02;0.529;1.77;07:32.1;353.1
236.63;3.486;4.51E+02;49.962;300;20;8.25E+02;6.91E+02;0.547;1.79;07:32.2;353.2
236.63;3.261;4.18E+02;49.962;300;20;7.72E+02;6.49E+02;0.542;1.78;07:32.3;353.3
236.8;2.619;3.26E+02;49.963;300;20;6.20E+02;5.28E+02;0.525;1.72;07:32.4;353.4
237.01;1.561;1.88E+02;49.962;300;20;3.70E+02;3.19E+02;0.507;1.67;07:32.5;353.5
237.14;0.877;1.06E+02;49.962;300;20;2.08E+02;1.79E+02;0.507;1.64;07:32.6;353.6
237.11;0.816;9.80E+01;49.962;300;20;1.94E+02;1.67E+02;0.507;1.63;07:32.7;353.7
237.03;1.002;1.18E+02;49.96;300;20;2.38E+02;2.06E+02;0.499;1.66;07:32.8;353.8
236.92;1.769;2.11E+02;49.96;300;20;4.19E+02;3.62E+02;0.504;1.73;07:32.9;353.9
236.57;3.681;4.79E+02;49.96;300;20;8.71E+02;7.27E+02;0.55;1.79;07:33.0;354
236.65;3.451;4.46E+02;49.96;300;20;8.17E+02;6.84E+02;0.547;1.81;07:33.1;354.1
236.75;3.011;3.83E+02;49.958;300;20;7.13E+02;6.02E+02;0.537;1.78;07:33.2;354.2
236.87;2.297;2.84E+02;49.957;300;20;5.44E+02;4.64E+02;0.521;1.72;07:33.3;354.3
237.03;1.471;1.77E+02;49.958;300;20;3.49E+02;3.00E+02;0.508;1.7;07:33.4;354.4
236.98;1.174;1.41E+02;49.958;300;20;2.78E+02;2.40E+02;0.505;1.69;07:33.5;354.5
237.05;0.992;1.19E+02;49.959;300;20;2.35E+02;2.03E+02;0.508;1.69;07:33.6;354.6
237.12;0.863;1.04E+02;49.958;300;20;2.05E+02;1.76E+02;0.509;1.65;07:33.7;354.7
237.14;0.834;1.01E+02;49.96;300;20;1.98E+02;1.70E+02;0.509;1.67;07:33.8;354.8
237.17;0.799;9.67E+01;49.96;300;20;1.90E+02;1.63E+02;0.51;1.67;07:33.9;354.9
237.17;0.794;9.58E+01;49.959;300;20;1.88E+02;1.62E+02;0.509;1.66;07:34.0;355
237.14;0.798;9.63E+01;49.958;300;20;1.89E+02;1.63E+02;0.509;1.66;07:34.1;355.1
237.13;0.794;9.59E+01;49.96;300;20;1.88E+02;1.62E+02;0.509;1.66;07:34.2;355.2
237.07;0.807;9.73E+01;49.96;300;20;1.91E+02;1.65E+02;0.508;1.66;07:34.3;355.3
237.15;0.791;9.57E+01;49.96;300;20;1.88E+02;1.61E+02;0.51;1.65;07:34.4;355.4
237.13;0.793;9.57E+01;49.961;300;20;1.88E+02;1.62E+02;0.509;1.66;07:34.5;355.5
237.15;0.795;9.60E+01;49.96;300;20;1.89E+02;1.62E+02;0.509;1.65;07:34.6;355.6
237.13;0.789;9.53E+01;49.961;300;20;1.87E+02;1.61E+02;0.51;1.68;07:34.7;355.7
237.16;0.807;9.74E+01;49.961;300;20;1.91E+02;1.65E+02;0.509;1.64;07:34.8;355.8
237.1;1.063;1.26E+02;49.961;300;20;2.52E+02;2.18E+02;0.5;1.67;07:34.9;355.9
236.87;2.481;3.08E+02;49.962;300;20;5.88E+02;5.00E+02;0.525;1.74;07:35.0;356
236.7;3.292;4.24E+02;49.964;300;20;7.79E+02;6.54E+02;0.544;1.78;07:35.1;356.1
236.63;3.571;4.66E+02;49.963;300;20;8.45E+02;7.05E+02;0.551;1.8;07:35.2;356.2
236.73;3.153;4.05E+02;49.964;300;20;7.46E+02;6.27E+02;0.543;1.78;07:35.3;356.3
236.8;2.563;3.17E+02;49.963;300;20;6.07E+02;5.18E+02;0.522;1.77;07:35.4;356.4
237.02;1.189;1.42E+02;49.963;300;20;2.82E+02;2.44E+02;0.503;1.66;07:35.5;356.5
237.06;0.841;1.01E+02;49.964;300;20;1.99E+02;1.72E+02;0.509;1.63;07:35.6;356.6
237.09;0.783;9.48E+01;49.964;300;20;1.86E+02;1.60E+02;0.51;1.66;07:35.7;356.7
236.85;2.375;2.91E+02;49.964;300;20;5.63E+02;4.82E+02;0.516;1.71;07:35.8;356.8
236.6;3.72;4.85E+02;49.964;300;20;8.80E+02;7.35E+02;0.551;1.82;07:35.9;356.9
236.62;3.485;4.51E+02;49.964;300;20;8.25E+02;6.90E+02;0.547;1.78;07:36.0;357
236.65;3.196;4.11E+02;49.963;300;20;7.56E+02;6.35E+02;0.543;1.79;07:36.1;357.1
236.84;2.238;2.76E+02;49.962;300;20;5.30E+02;4.53E+02;0.52;1.75;07:36.2;357.2
236.9;1.473;1.79E+02;49.962;300;20;3.49E+02;3.00E+02;0.512;1.71;07:36.3;357.3
237.02;1.151;1.39E+02;49.961;300;20;2.73E+02;2.35E+02;0.509;1.69;07:36.4;357.4
237.06;0.924;1.12E+02;49.962;300;20;2.19E+02;1.88E+02;0.511;1.7;07:36.5;357.5
237.08;0.822;1.00E+02;49.962;300;20;1.95E+02;1.67E+02;0.515;1.69;07:36.6;357.6
237.1;0.804;9.83E+01;49.961;300;20;1.91E+02;1.63E+02;0.516;1.71;07:36.7;357.7
237.07;0.774;9.46E+01;49.961;300;20;1.83E+02;1.57E+02;0.516;1.69;07:36.8;357.8
237.05;0.79;9.66E+01;49.96;300;20;1.87E+02;1.60E+02;0.516;1.68;07:36.9;357.9
237.05;0.783;9.56E+01;49.96;300;20;1.86E+02;1.59E+02;0.516;1.69;07:37.0;358
237.05;0.789;9.65E+01;49.96;300;20;1.87E+02;1.60E+02;0.516;1.69;07:37.1;358.1
237.06;0.786;9.62E+01;49.96;300;20;1.86E+02;1.60E+02;0.516;1.69;07:37.2;358.2
237.03;0.779;9.51E+01;49.961;300;20;1.85E+02;1.58E+02;0.516;1.71;07:37.3;358.3
237.01;0.781;9.55E+01;49.96;300;20;1.85E+02;1.59E+02;0.516;1.69;07:37.4;358.4
236.97;0.776;9.49E+01;49.959;300;20;1.84E+02;1.57E+02;0.516;1.7;07:37.5;358.5
236.95;0.788;9.65E+01;49.959;300;20;1.87E+02;1.60E+02;0.517;1.68;07:37.6;358.6
236.97;0.865;1.05E+02;49.959;300;20;2.05E+02;1.76E+02;0.512;1.69;07:37.7;358.7
236.69;2.536;3.18E+02;49.96;300;20;6.00E+02;5.10E+02;0.529;1.76;07:37.8;358.8
236.48;3.554;4.64E+02;49.96;300;20;8.40E+02;7.01E+02;0.552;1.83;07:37.9;358.9
236.49;3.438;4.48E+02;49.961;300;20;8.13E+02;6.79E+02;0.551;1.85;07:38.0;359
236.57;3.068;3.96E+02;49.961;300;20;7.26E+02;6.09E+02;0.545;1.84;07:38.1;359.1
236.59;2.937;3.75E+02;49.961;300;20;6.95E+02;5.85E+02;0.54;1.83;07:38.2;359.2
236.85;1.26;1.49E+02;49.96;300;20;2.99E+02;2.59E+02;0.497;1.72;07:38.3;359.3
237.01;0.704;8.63E+01;49.963;300;20;1.67E+02;1.43E+02;0.517;1.67;07:38.4;359.4
237;0.779;9.48E+01;49.964;300;20;1.85E+02;1.58E+02;0.514;1.68;07:38.5;359.5
236.54;3.354;4.30E+02;49.964;300;20;7.93E+02;6.67E+02;0.542;1.8;07:38.6;359.6
236.47;3.72;4.90E+02;49.965;300;20;8.80E+02;7.31E+02;0.556;1.87;07:38.7;359.7
236.57;3.209;4.16E+02;49.966;300;20;7.59E+02;6.35E+02;0.548;1.82;07:38.8;359.8
236.6;3.195;4.14E+02;49.967;300;20;7.56E+02;6.33E+02;0.547;1.82;07:38.9;359.9
236.86;1.966;2.40E+02;49.967;300;20;4.66E+02;3.99E+02;0.516;1.77;07:39.0;360
236.99;1.159;1.41E+02;49.968;300;20;2.75E+02;2.36E+02;0.513;1.7;07:39.1;360.1
237.04;0.886;1.08E+02;49.969;300;20;2.10E+02;1.80E+02;0.514;1.68;07:39.2;360.2
237.05;0.813;9.94E+01;49.969;300;20;1.93E+02;1.65E+02;0.516;1.69;07:39.3;360.3
237.02;0.807;9.84E+01;49.969;300;20;1.91E+02;1.64E+02;0.515;1.69;07:39.4;360.4
237.02;0.791;9.66E+01;49.968;300;20;1.87E+02;1.61E+02;0.515;1.67;07:39.5;360.5
237.08;0.784;9.58E+01;49.969;300;20;1.86E+02;1.59E+02;0.515;1.68;07:39.6;360.6
237.11;0.793;9.68E+01;49.97;300;20;1.88E+02;1.61E+02;0.515;1.69;07:39.7;360.7
237.07;0.783;9.56E+01;49.969;300;20;1.86E+02;1.59E+02;0.515;1.69;07:39.8;360.8
237.07;0.8;9.75E+01;49.969;300;20;1.90E+02;1.63E+02;0.514;1.68;07:39.9;360.9
237.05;0.782;9.53E+01;49.969;300;20;1.85E+02;1.59E+02;0.514;1.67;07:40.0;361
237.07;0.787;9.60E+01;49.97;300;20;1.87E+02;1.60E+02;0.515;1.69;07:40.1;361.1
237.05;0.784;9.57E+01;49.97;300;20;1.86E+02;1.59E+02;0.515;1.7;07:40.2;361.2
237;0.793;9.66E+01;49.97;300;20;1.88E+02;1.61E+02;0.514;1.67;07:40.3;361.3
237.04;0.921;1.11E+02;49.97;300;20;2.18E+02;1.88E+02;0.507;1.68;07:40.4;361.4
236.89;1.862;2.25E+02;49.972;300;20;4.41E+02;3.79E+02;0.51;1.77;07:40.5;361.5
236.55;3.697;4.87E+02;49.972;300;20;8.75E+02;7.27E+02;0.557;1.89;07:40.6;361.6
236.65;3.08;3.97E+02;49.97;300;20;7.29E+02;6.11E+02;0.545;1.83;07:40.7;361.7
236.67;3.016;3.88E+02;49.972;300;20;7.14E+02;5.99E+02;0.544;1.82;07:40.8;361.8
236.66;3.015;3.88E+02;49.972;300;20;7.14E+02;5.99E+02;0.544;1.83;07:40.9;361.9
237.1;0.803;9.58E+01;49.973;300;20;1.90E+02;1.65E+02;0.503;1.68;07:41.0;362
237.11;0.625;7.65E+01;49.972;300;20;1.48E+02;1.27E+02;0.516;1.7;07:41.1;362.1
237.05;1.034;1.20E+02;49.972;300;20;2.45E+02;2.14E+02;0.491;1.69;07:41.2;362.2
236.68;3.041;3.80E+02;49.972;300;20;7.20E+02;6.12E+02;0.527;1.9;07:41.3;362.3
236.62;3.157;4.08E+02;49.971;300;20;7.47E+02;6.26E+02;0.545;1.84;07:41.4;362.4
236.63;3.083;3.98E+02;49.97;300;20;7.30E+02;6.12E+02;0.545;1.83;07:41.5;362.5
236.61;3.103;4.00E+02;49.969;300;20;7.34E+02;6.16E+02;0.545;1.86;07:41.6;362.6
236.74;2.607;3.27E+02;49.97;300;20;6.17E+02;5.24E+02;0.529;1.75;07:41.7;362.7
237.03;0.821;1.00E+02;49.968;300;20;1.95E+02;1.67E+02;0.515;1.71;07:41.8;362.8
237.06;0.787;9.61E+01;49.967;300;20;1.87E+02;1.60E+02;0.515;1.71;07:41.9;362.9
237.07;0.816;9.96E+01;49.967;300;20;1.93E+02;1.66E+02;0.515;1.71;07:42.0;363
237.03;0.804;9.81E+01;49.967;300;20;1.91E+02;1.63E+02;0.515;1.69;07:42.1;363.1
237.03;0.781;9.52E+01;49.967;300;20;1.85E+02;1.59E+02;0.515;1.69;07:42.2;363.2
236.99;0.791;9.63E+01;49.967;300;20;1.88E+02;1.61E+02;0.514;1.69;07:42.3;363.3
237.03;0.781;9.53E+01;49.968;300;20;1.85E+02;1.59E+02;0.515;1.69;07:42.4;363.4
237.03;0.794;9.66E+01;49.968;300;20;1.88E+02;1.61E+02;0.514;1.7;07:42.5;363.5
237.06;0.784;9.58E+01;49.967;300;20;1.86E+02;1.59E+02;0.515;1.7;07:42.6;363.6
237.06;0.788;9.63E+01;49.967;300;20;1.87E+02;1.60E+02;0.516;1.69;07:42.7;363.7
237.07;0.784;9.61E+01;49.967;300;20;1.86E+02;1.59E+02;0.517;1.67;07:42.8;363.8
237.07;0.786;9.62E+01;49.967;300;20;1.87E+02;1.60E+02;0.516;1.67;07:42.9;363.9
237.03;1.085;1.28E+02;49.966;300;20;2.57E+02;2.23E+02;0.497;1.69;07:43.0;364
236.77;2.467;3.05E+02;49.966;300;20;5.84E+02;4.98E+02;0.522;1.77;07:43.1;364.1
236.53;3.857;5.08E+02;49.966;300;20;9.12E+02;7.58E+02;0.557;1.89;07:43.2;364.2
236.62;3.224;4.17E+02;49.966;300;20;7.63E+02;6.39E+02;0.546;1.84;07:43.3;364.3
236.68;3.009;3.87E+02;49.965;300;20;7.12E+02;5.98E+02;0.543;1.84;07:43.4;364.4
236.65;2.987;3.83E+02;49.966;300;20;7.07E+02;5.94E+02;0.542;1.83;07:43.5;364.5
236.85;2.056;2.38E+02;49.967;300;20;4.87E+02;4.25E+02;0.489;1.74;07:43.6;364.6
237.1;0.627;7.67E+01;49.968;300;20;1.49E+02;1.27E+02;0.516;1.68;07:43.7;364.7
237.16;0.626;7.66E+01;49.967;300;20;1.49E+02;1.27E+02;0.516;1.7;07:43.8;364.8
236.49;4.059;5.39E+02;49.966;300;20;9.60E+02;7.94E+02;0.562;1.92;07:43.9;364.9
236.68;3.18;4.12E+02;49.967;300;20;7.53E+02;6.30E+02;0.547;1.83;07:44.0;365
236.68;3.08;3.97E+02;49.967;300;20;7.29E+02;6.11E+02;0.545;1.83;07:44.1;365.1
236.69;3.045;3.92E+02;49.968;300;20;7.21E+02;6.05E+02;0.544;1.83;07:44.2;365.2
236.93;1.757;2.09E+02;49.968;300;20;4.16E+02;3.60E+02;0.501;1.74;07:44.3;365.3
237.13;0.766;9.35E+01;49.968;300;20;1.82E+02;1.56E+02;0.515;1.69;07:44.4;365.4
237.13;0.735;8.97E+01;49.966;300;20;1.74E+02;1.49E+02;0.515;1.68;07:44.5;365.5
237.11;0.796;9.72E+01;49.966;300;20;1.89E+02;1.62E+02;0.515;1.68;07:44.6;365.6
237.15;0.788;9.64E+01;49.966;300;20;1.87E+02;1.60E+02;0.516;1.68;07:44.7;365.7
237.13;0.782;9.56E+01;49.966;300;20;1.86E+02;1.59E+02;0.515;1.66;07:44.8;365.8
237.14;0.789;9.64E+01;49.967;300;20;1.87E+02;1.60E+02;0.515;1.68;07:44.9;365.9
237.13;0.779;9.52E+01;49.966;300;20;1.85E+02;1.58E+02;0.516;1.69;07:45.0;366
237.12;0.791;9.66E+01;49.965;300;20;1.87E+02;1.61E+02;0.515;1.69;07:45.1;366.1
237.12;0.778;9.51E+01;49.965;300;20;1.85E+02;1.58E+02;0.515;1.69;07:45.2;366.2
237.13;0.784;9.58E+01;49.965;300;20;1.86E+02;1.59E+02;0.515;1.7;07:45.3;366.3
237.08;0.785;9.59E+01;49.966;300;20;1.86E+02;1.60E+02;0.515;1.67;07:45.4;366.4
237.1;0.786;9.57E+01;49.966;300;20;1.86E+02;1.60E+02;0.514;1.69;07:45.5;366.5
237.05;1.043;1.23E+02;49.966;300;20;2.47E+02;2.15E+02;0.496;1.69;07:45.6;366.6
236.79;2.618;3.24E+02;49.966;300;20;6.20E+02;5.29E+02;0.522;1.82;07:45.7;366.7
236.53;3.96;5.25E+02;49.966;300;20;9.37E+02;7.76E+02;0.56;1.85;07:45.8;366.8
236.72;2.999;3.86E+02;49.966;300;20;7.10E+02;5.96E+02;0.543;1.82;07:45.9;366.9
236.72;2.986;3.84E+02;49.966;300;20;7.07E+02;5.94E+02;0.543;1.82;07:46.0;367
236.71;2.993;3.85E+02;49.967;300;20;7.09E+02;5.95E+02;0.544;1.82;07:46.1;367.1
236.89;2.164;2.50E+02;49.968;300;20;5.13E+02;4.47E+02;0.488;1.69;07:46.2;367.2
237.13;0.62;7.58E+01;49.968;300;20;1.47E+02;1.26E+02;0.516;1.69;07:46.3;367.3
236.71;3.027;3.60E+02;49.967;300;20;7.17E+02;6.19E+02;0.503;1.78;07:46.4;367.4
236.48;3.911;5.14E+02;49.968;300;20;9.25E+02;7.69E+02;0.556;1.85;07:46.5;367.5
236.59;3.138;4.05E+02;49.968;300;20;7.43E+02;6.23E+02;0.545;1.83;07:46.6;367.6
236.67;3.078;3.96E+02;49.967;300;20;7.28E+02;6.11E+02;0.544;1.83;07:46.7;367.7
236.69;3.001;3.85E+02;49.968;300;20;7.10E+02;5.97E+02;0.542;1.82;07:46.8;367.8
236.95;1.46;1.68E+02;49.968;300;20;3.46E+02;3.02E+02;0.487;1.7;07:46.9;367.9
237.11;0.633;7.74E+01;49.969;300;20;1.50E+02;1.29E+02;0.516;1.67;07:47.0;368
237.09;0.806;9.82E+01;49.97;300;20;1.91E+02;1.64E+02;0.514;1.7;07:47.1;368.1
237.08;0.79;9.63E+01;49.968;300;20;1.87E+02;1.61E+02;0.514;1.69;07:47.2;368.2
237.11;0.799;9.74E+01;49.968;300;20;1.89E+02;1.63E+02;0.514;1.69;07:47.3;368.3
237.1;0.776;9.47E+01;49.969;300;20;1.84E+02;1.58E+02;0.514;1.69;07:47.4;368.4
237.04;0.792;9.66E+01;49.968;300;20;1.88E+02;1.61E+02;0.515;1.71;07:47.5;368.5
237.03;0.788;9.61E+01;49.969;300;20;1.87E+02;1.60E+02;0.515;1.69;07:47.6;368.6
237.03;0.788;9.58E+01;49.971;300;20;1.87E+02;1.60E+02;0.513;1.71;07:47.7;368.7
237.05;0.782;9.54E+01;49.97;300;20;1.86E+02;1.59E+02;0.515;1.7;07:47.8;368.8
237.04;0.784;9.58E+01;49.97;300;20;1.86E+02;1.59E+02;0.515;1.7;07:47.9;368.9
237.04;0.79;9.66E+01;49.971;300;20;1.87E+02;1.61E+02;0.515;1.7;07:48.0;369
237.05;0.791;9.66E+01;49.971;300;20;1.88E+02;1.61E+02;0.515;1.68;07:48.1;369.1
236.9;1.615;1.87E+02;49.972;300;20;3.83E+02;3.34E+02;0.489;1.77;07:48.2;369.2
236.52;3.509;4.57E+02;49.973;300;20;8.30E+02;6.93E+02;0.55;1.88;07:48.3;369.3
236.64;3.014;3.87E+02;49.972;300;20;7.13E+02;5.99E+02;0.543;1.79;07:48.4;369.4
236.66;2.96;3.79E+02;49.973;300;20;7.01E+02;5.89E+02;0.541;1.8;07:48.5;369.5
236.63;2.939;3.76E+02;49.973;300;20;6.95E+02;5.85E+02;0.54;1.82;07:48.6;369.6
237.04;1.159;1.26E+02;49.973;300;20;2.75E+02;2.44E+02;0.457;1.75;07:48.7;369.7
237.11;0.622;7.60E+01;49.974;300;20;1.47E+02;1.26E+02;0.515;1.67;07:48.8;369.8
236.99;1.607;1.64E+02;49.973;300;20;3.81E+02;3.44E+02;0.43;1.72;07:48.9;369.9
236.42;4.212;5.60E+02;49.972;300;20;9.96E+02;8.23E+02;0.563;1.86;07:49.0;370
236.68;3.074;3.96E+02;49.971;300;20;7.28E+02;6.10E+02;0.544;1.8;07:49.1;370.1
236.7;3.078;3.97E+02;49.971;300;20;7.29E+02;6.11E+02;0.544;1.82;07:49.2;370.2
236.7;3.012;3.87E+02;49.97;300;20;7.13E+02;5.99E+02;0.543;1.8;07:49.3;370.3
236.8;2.404;2.93E+02;49.971;300;20;5.69E+02;4.88E+02;0.514;1.7;07:49.4;370.4
237.09;0.619;7.56E+01;49.97;300;20;1.47E+02;1.26E+02;0.516;1.68;07:49.5;370.5
237.06;0.749;9.12E+01;49.969;300;20;1.78E+02;1.52E+02;0.514;1.68;07:49.6;370.6
237.08;0.795;9.72E+01;49.97;300;20;1.89E+02;1.62E+02;0.515;1.67;07:49.7;370.7
237.07;0.78;9.53E+01;49.97;300;20;1.85E+02;1.58E+02;0.516;1.67;07:49.8;370.8
237.11;0.793;9.69E+01;49.971;300;20;1.88E+02;1.61E+02;0.515;1.68;07:49.9;370.9
237.13;0.779;9.52E+01;49.972;300;20;1.85E+02;1.58E+02;0.515;1.71;07:50.0;371
237.12;0.787;9.61E+01;49.972;300;20;1.87E+02;1.60E+02;0.515;1.71;07:50.1;371.1
237.14;0.787;9.62E+01;49.972;300;20;1.87E+02;1.60E+02;0.515;1.68;07:50.2;371.2
237.09;0.793;9.69E+01;49.973;300;20;1.88E+02;1.61E+02;0.515;1.69;07:50.3;371.3
237.15;0.78;9.55E+01;49.973;300;20;1.85E+02;1.59E+02;0.516;1.69;07:50.4;371.4
237.16;0.795;9.71E+01;49.974;300;20;1.89E+02;1.62E+02;0.515;1.69;07:50.5;371.5
237.15;0.791;9.66E+01;49.974;300;20;1.88E+02;1.61E+02;0.515;1.69;07:50.6;371.6
236.66;3.664;4.71E+02;49.974;300;20;8.67E+02;7.28E+02;0.543;1.78;07:50.7;371.7
236.64;3.64;4.74E+02;49.975;300;20;8.61E+02;7.19E+02;0.551;1.87;07:50.8;371.8
236.76;3.014;3.86E+02;49.974;300;20;7.14E+02;6.00E+02;0.541;1.81;07:50.9;371.9
236.76;2.986;3.82E+02;49.975;300;20;7.07E+02;5.95E+02;0.54;1.81;07:51.0;372
236.76;2.974;3.81E+02;49.974;300;20;7.04E+02;5.92E+02;0.542;1.8;07:51.1;372.1
237.06;1.701;1.82E+02;49.975;300;20;4.03E+02;3.60E+02;0.451;1.74;07:51.2;372.2
237.2;0.623;7.61E+01;49.976;300;20;1.48E+02;1.27E+02;0.515;1.69;07:51.3;372.3
237.1;1.421;1.42E+02;49.975;300;20;3.37E+02;3.05E+02;0.422;1.78;07:51.4;372.4
236.68;3.181;4.11E+02;49.975;300;20;7.53E+02;6.31E+02;0.546;1.83;07:51.5;372.5
236.72;3.074;3.96E+02;49.974;300;20;7.28E+02;6.11E+02;0.544;1.84;07:51.6;372.6
236.72;3.083;3.97E+02;49.972;300;20;7.30E+02;6.13E+02;0.543;1.82;07:51.7;372.7
236.73;3.083;3.96E+02;49.974;300;20;7.30E+02;6.13E+02;0.543;1.82;07:51.8;372.8
237.14;0.704;8.53E+01;49.975;300;20;1.67E+02;1.43E+02;0.511;1.72;07:51.9;372.9
237.16;0.623;7.63E+01;49.975;300;20;1.48E+02;1.27E+02;0.516;1.67;07:52.0;373
237.16;0.657;8.00E+01;49.977;300;20;1.56E+02;1.34E+02;0.513;1.71;07:52.1;373.1
237.14;0.765;9.33E+01;49.976;300;20;1.81E+02;1.55E+02;0.515;1.69;07:52.2;373.2
237.1;0.79;9.64E+01;49.976;300;20;1.87E+02;1.61E+02;0.515;1.7;07:52.3;373.3
237.16;0.789;9.63E+01;49.976;300;20;1.87E+02;1.61E+02;0.515;1.67;07:52.4;373.4
237.15;0.789;9.60E+01;49.977;300;20;1.87E+02;1.61E+02;0.513;1.7;07:52.5;373.5
237.12;0.785;9.56E+01;49.979;300;20;1.86E+02;1.60E+02;0.514;1.7;07:52.6;373.6
237.16;0.793;9.66E+01;49.981;300;20;1.88E+02;1.61E+02;0.513;1.71;07:52.7;373.7
237.18;0.786;9.56E+01;49.98;300;20;1.86E+02;1.60E+02;0.513;1.69;07:52.8;373.8
237.16;0.782;9.51E+01;49.979;300;20;1.85E+02;1.59E+02;0.513;1.68;07:52.9;373.9
237.13;0.792;9.63E+01;49.979;300;20;1.88E+02;1.61E+02;0.513;1.68;07:53.0;374
237.14;0.801;9.74E+01;49.978;300;20;1.90E+02;1.63E+02;0.513;1.67;07:53.1;374.1
237.15;0.831;1.01E+02;49.977;300;20;1.97E+02;1.69E+02;0.513;1.69;07:53.2;374.2
237.14;0.914;1.11E+02;49.977;300;20;2.17E+02;1.86E+02;0.512;1.7;07:53.3;374.3
237.1;1.016;1.23E+02;49.976;300;20;2.41E+02;2.07E+02;0.51;1.69;07:53.4;374.4
237.07;1.255;1.52E+02;49.976;300;20;2.98E+02;2.56E+02;0.511;1.7;07:53.5;374.5
237.04;1.398;1.70E+02;49.974;300;20;3.31E+02;2.85E+02;0.512;1.72;07:53.6;374.6
237.06;1.524;1.86E+02;49.973;300;20;3.61E+02;3.10E+02;0.514;1.74;07:53.7;374.7
237.02;1.692;2.07E+02;49.974;300;20;4.01E+02;3.43E+02;0.516;1.76;07:53.8;374.8
236.99;1.99;2.46E+02;49.973;300;20;4.72E+02;4.03E+02;0.521;1.78;07:53.9;374.9
236.99;2.096;2.60E+02;49.974;300;20;4.97E+02;4.23E+02;0.523;1.78;07:54.0;375
236.96;2.095;2.60E+02;49.974;300;20;4.96E+02;4.23E+02;0.523;1.79;07:54.1;375.1
236.97;1.997;2.47E+02;49.973;300;20;4.73E+02;4.04E+02;0.521;1.77;07:54.2;375.2
237.08;1.493;1.82E+02;49.974;300;20;3.54E+02;3.04E+02;0.514;1.75;07:54.3;375.3
237.13;1.318;1.60E+02;49.974;300;20;3.13E+02;2.68E+02;0.513;1.72;07:54.4;375.4
