#Device;NPA101
#Device Name;NO NAME
#Format;LOG
#Date;2000-01-01
#Version;01.002-02.430-03.730
#Serial No.;000100329
#Mode;Unlimited
#Logging Interval[s];0.100
#Specified Logging Count;-----
#Specified Logging Time[s];-----
#Start Time;00:01:32
#Stop Time;00:09:05
#Actual Count;4539        
URMS[V];IRMS[A];P[W];FPLL[Hz];URange[V];IRange[A];S[VA];Q[var];LAMBDA[];UTHD[%];Timestamp
236.89;0.748;0.0984E+03;50.065;300;20;0.1773E+03;0.1474E+03;0.555;1.95;00:01:35.700
236.87;0.735;0.0964E+03;50.064;300;20;0.1741E+03;0.1449E+03;0.554;1.93;00:01:35.800
236.83;0.728;0.0956E+03;50.064;300;20;0.1724E+03;0.1435E+03;0.555;1.93;00:01:35.900
236.73;0.736;0.0965E+03;50.063;300;20;0.1743E+03;0.1452E+03;0.554;1.90;00:01:36.000
236.86;0.761;0.1000E+03;50.063;300;20;0.1803E+03;0.1501E+03;0.555;1.92;00:01:36.100
236.84;0.726;0.0953E+03;50.062;300;20;0.1719E+03;0.1431E+03;0.554;1.92;00:01:36.200
236.82;0.742;0.0974E+03;50.061;300;20;0.1758E+03;0.1463E+03;0.554;1.93;00:01:36.300
236.82;0.742;0.0974E+03;50.059;300;20;0.1757E+03;0.1462E+03;0.555;1.94;00:01:36.400
236.84;0.749;0.0985E+03;50.059;300;20;0.1775E+03;0.1476E+03;0.555;1.91;00:01:36.500
236.82;0.723;0.0951E+03;50.059;300;20;0.1713E+03;0.1424E+03;0.555;1.93;00:01:36.600
236.80;0.753;0.0989E+03;50.057;300;20;0.1784E+03;0.1484E+03;0.555;1.91;00:01:36.700
236.76;0.732;0.0962E+03;50.056;300;20;0.1733E+03;0.1441E+03;0.555;1.91;00:01:36.800
236.77;0.781;0.1022E+03;50.056;300;20;0.1849E+03;0.1541E+03;0.553;1.92;00:01:36.900
236.79;0.812;0.1062E+03;50.056;300;20;0.1922E+03;0.1602E+03;0.552;1.92;00:01:37.000
236.72;0.899;0.1172E+03;50.056;300;20;0.2127E+03;0.1775E+03;0.551;1.93;00:01:37.100
236.72;0.923;0.1204E+03;50.055;300;20;0.2185E+03;0.1824E+03;0.551;1.91;00:01:37.200
236.64;0.955;0.1242E+03;50.055;300;20;0.2260E+03;0.1888E+03;0.549;1.92;00:01:37.300
236.69;0.984;0.1284E+03;50.055;300;20;0.2329E+03;0.1943E+03;0.551;1.93;00:01:37.400
236.64;0.978;0.1274E+03;50.054;300;20;0.2315E+03;0.1933E+03;0.550;1.93;00:01:37.500
236.66;0.984;0.1281E+03;50.053;300;20;0.2328E+03;0.1944E+03;0.550;1.93;00:01:37.600
236.68;0.979;0.1274E+03;50.052;300;20;0.2317E+03;0.1935E+03;0.550;1.95;00:01:37.700
236.66;0.984;0.1280E+03;50.053;300;20;0.2328E+03;0.1945E+03;0.550;1.93;00:01:37.800
236.71;0.991;0.1291E+03;50.052;300;20;0.2346E+03;0.1960E+03;0.550;1.94;00:01:37.900
236.69;0.987;0.1286E+03;50.051;300;20;0.2337E+03;0.1952E+03;0.550;1.93;00:01:38.000
236.68;0.970;0.1263E+03;50.050;300;20;0.2296E+03;0.1917E+03;0.550;1.93;00:01:38.100
236.72;0.971;0.1263E+03;50.050;300;20;0.2300E+03;0.1921E+03;0.549;1.93;00:01:38.200
236.70;0.974;0.1268E+03;50.048;300;20;0.2306E+03;0.1926E+03;0.550;1.94;00:01:38.300
236.69;0.982;0.1277E+03;50.048;300;20;0.2325E+03;0.1943E+03;0.549;1.95;00:01:38.400
236.67;0.976;0.1270E+03;50.048;300;20;0.2310E+03;0.1930E+03;0.550;1.95;00:01:38.500
236.68;0.972;0.1266E+03;50.047;300;20;0.2300E+03;0.1921E+03;0.550;1.94;00:01:38.600
236.70;0.963;0.1255E+03;50.046;300;20;0.2280E+03;0.1904E+03;0.550;1.94;00:01:38.700
236.70;1.003;0.1302E+03;50.044;300;20;0.2374E+03;0.1985E+03;0.549;1.93;00:01:38.800
236.72;0.979;0.1275E+03;50.044;300;20;0.2318E+03;0.1937E+03;0.550;1.94;00:01:38.900
236.69;0.974;0.1269E+03;50.043;300;20;0.2306E+03;0.1926E+03;0.550;1.91;00:01:39.000
236.75;0.973;0.1268E+03;50.043;300;20;0.2304E+03;0.1924E+03;0.550;1.95;00:01:39.100
236.71;0.972;0.1265E+03;50.041;300;20;0.2301E+03;0.1922E+03;0.550;1.95;00:01:39.200
236.68;0.982;0.1278E+03;50.042;300;20;0.2324E+03;0.1941E+03;0.550;1.94;00:01:39.300
236.69;0.975;0.1271E+03;50.041;300;20;0.2309E+03;0.1927E+03;0.551;1.94;00:01:39.400
236.71;0.993;0.1293E+03;50.043;300;20;0.2350E+03;0.1962E+03;0.550;1.94;00:01:39.500
236.76;0.974;0.1270E+03;50.044;300;20;0.2306E+03;0.1924E+03;0.551;1.95;00:01:39.600
236.77;0.978;0.1272E+03;50.043;300;20;0.2316E+03;0.1935E+03;0.549;1.92;00:01:39.700
236.78;0.983;0.1281E+03;50.044;300;20;0.2328E+03;0.1944E+03;0.550;1.92;00:01:39.800
236.79;0.970;0.1263E+03;50.045;300;20;0.2298E+03;0.1919E+03;0.550;1.93;00:01:39.900
236.82;0.976;0.1274E+03;50.045;300;20;0.2312E+03;0.1930E+03;0.551;1.94;00:01:40.000
236.80;0.970;0.1262E+03;50.046;300;20;0.2297E+03;0.1919E+03;0.550;1.93;00:01:40.100
236.79;0.985;0.1283E+03;50.047;300;20;0.2331E+03;0.1946E+03;0.550;1.92;00:01:40.200
236.77;0.980;0.1276E+03;50.048;300;20;0.2321E+03;0.1938E+03;0.550;1.94;00:01:40.300
236.74;0.980;0.1277E+03;50.047;300;20;0.2321E+03;0.1938E+03;0.550;1.93;00:01:40.400
236.73;0.971;0.1265E+03;50.047;300;20;0.2299E+03;0.1919E+03;0.550;1.93;00:01:40.500
236.74;0.993;0.1290E+03;50.047;300;20;0.2350E+03;0.1964E+03;0.549;1.94;00:01:40.600
236.71;0.965;0.1253E+03;50.048;300;20;0.2283E+03;0.1909E+03;0.549;1.93;00:01:40.700
236.75;1.001;0.1302E+03;50.047;300;20;0.2370E+03;0.1981E+03;0.549;1.95;00:01:40.800
236.76;0.970;0.1263E+03;50.047;300;20;0.2297E+03;0.1918E+03;0.550;1.93;00:01:40.900
236.75;0.977;0.1272E+03;50.048;300;20;0.2314E+03;0.1933E+03;0.550;1.93;00:01:41.000
236.78;0.970;0.1264E+03;50.047;300;20;0.2296E+03;0.1917E+03;0.550;1.94;00:01:41.100
236.77;0.969;0.1263E+03;50.049;300;20;0.2295E+03;0.1916E+03;0.550;1.91;00:01:41.200
236.78;0.909;0.1187E+03;50.049;300;20;0.2151E+03;0.1794E+03;0.552;1.91;00:01:41.300
236.77;0.849;0.1109E+03;50.050;300;20;0.2009E+03;0.1675E+03;0.552;1.93;00:01:41.400
236.76;0.754;0.0988E+03;50.052;300;20;0.1784E+03;0.1486E+03;0.554;1.92;00:01:41.500
236.75;0.752;0.0984E+03;50.051;300;20;0.1781E+03;0.1484E+03;0.553;1.91;00:01:41.600
236.74;0.801;0.1048E+03;50.051;300;20;0.1897E+03;0.1581E+03;0.553;1.92;00:01:41.700
236.78;0.847;0.1107E+03;50.054;300;20;0.2006E+03;0.1673E+03;0.552;1.90;00:01:41.800
236.76;0.963;0.1255E+03;50.055;300;20;0.2280E+03;0.1903E+03;0.550;1.92;00:01:41.900
236.72;0.963;0.1251E+03;50.054;300;20;0.2279E+03;0.1904E+03;0.549;1.92;00:01:42.000
236.74;0.979;0.1273E+03;50.055;300;20;0.2317E+03;0.1936E+03;0.549;1.91;00:01:42.100
236.75;0.979;0.1275E+03;50.056;300;20;0.2318E+03;0.1936E+03;0.550;1.92;00:01:42.200
236.72;0.980;0.1276E+03;50.057;300;20;0.2321E+03;0.1938E+03;0.550;1.93;00:01:42.300
236.74;0.970;0.1266E+03;50.057;300;20;0.2297E+03;0.1917E+03;0.551;1.93;00:01:42.400
236.74;0.977;0.1272E+03;50.055;300;20;0.2314E+03;0.1933E+03;0.550;1.93;00:01:42.500
236.67;0.981;0.1277E+03;50.056;300;20;0.2322E+03;0.1939E+03;0.550;1.92;00:01:42.600
236.71;0.984;0.1279E+03;50.058;300;20;0.2329E+03;0.1946E+03;0.549;1.91;00:01:42.700
236.70;0.975;0.1271E+03;50.057;300;20;0.2308E+03;0.1927E+03;0.550;1.94;00:01:42.800
236.73;0.979;0.1274E+03;50.058;300;20;0.2317E+03;0.1935E+03;0.550;1.92;00:01:42.900
236.69;0.982;0.1274E+03;50.059;300;20;0.2324E+03;0.1943E+03;0.548;1.92;00:01:43.000
236.72;0.984;0.1280E+03;50.059;300;20;0.2329E+03;0.1946E+03;0.549;1.90;00:01:43.100
236.72;0.982;0.1278E+03;50.059;300;20;0.2324E+03;0.1941E+03;0.550;1.91;00:01:43.200
236.69;0.965;0.1258E+03;50.059;300;20;0.2284E+03;0.1906E+03;0.551;1.93;00:01:43.300
236.68;0.986;0.1285E+03;50.061;300;20;0.2333E+03;0.1947E+03;0.551;1.94;00:01:43.400
236.66;0.973;0.1265E+03;50.062;300;20;0.2303E+03;0.1924E+03;0.549;1.94;00:01:43.500
236.67;0.988;0.1285E+03;50.063;300;20;0.2339E+03;0.1954E+03;0.549;1.92;00:01:43.600
236.69;0.972;0.1265E+03;50.062;300;20;0.2301E+03;0.1921E+03;0.550;1.92;00:01:43.700
236.70;0.990;0.1288E+03;50.064;300;20;0.2343E+03;0.1957E+03;0.550;1.92;00:01:43.800
236.71;0.971;0.1263E+03;50.065;300;20;0.2298E+03;0.1920E+03;0.549;1.93;00:01:43.900
236.68;0.975;0.1265E+03;50.065;300;20;0.2307E+03;0.1929E+03;0.548;1.92;00:01:44.000
236.64;0.979;0.1273E+03;50.066;300;20;0.2318E+03;0.1937E+03;0.549;1.94;00:01:44.100
236.61;0.990;0.1287E+03;50.068;300;20;0.2343E+03;0.1957E+03;0.549;1.94;00:01:44.200
236.60;0.976;0.1269E+03;50.069;300;20;0.2309E+03;0.1929E+03;0.550;1.93;00:01:44.300
236.59;0.981;0.1273E+03;50.068;300;20;0.2321E+03;0.1941E+03;0.548;1.91;00:01:44.400
236.59;0.980;0.1276E+03;50.071;300;20;0.2320E+03;0.1937E+03;0.550;1.90;00:01:44.500
236.65;0.990;0.1292E+03;50.072;300;20;0.2343E+03;0.1955E+03;0.551;1.91;00:01:44.600
236.70;0.988;0.1286E+03;50.074;300;20;0.2338E+03;0.1952E+03;0.550;1.92;00:01:44.700
20;0.971;0.1265E+03;50.074;300;20;0.2298E+03;0.1919E+03;0.550;1.94;00:01:44.800
236.71;0.992;0.1289E+03;50.075;300;20;0.2347E+03;0.1962E+03;0.549;1.92;00:01:44.900
236.72;0.983;0.1279E+03;50.075;300;20;0.2327E+03;0.1943E+03;0.550;1.92;00:01:45.000
236.75;0.983;0.1279E+03;50.075;300;20;0.2328E+03;0.1945E+03;0.549;1.93;00:01:45.100
236.76;0.965;0.1257E+03;50.075;300;20;0.2285E+03;0.1908E+03;0.550;1.92;00:01:45.200
236.80;0.980;0.1275E+03;50.076;300;20;0.2320E+03;0.1938E+03;0.550;1.91;00:01:45.300
236.78;0.962;0.1253E+03;50.077;300;20;0.2278E+03;0.1902E+03;0.550;1.93;00:01:45.400
236.75;0.975;0.1267E+03;50.076;300;20;0.2308E+03;0.1929E+03;0.549;1.93;00:01:45.500
236.79;0.986;0.1284E+03;50.076;300;20;0.2335E+03;0.1950E+03;0.550;1.93;00:01:45.600
236.81;0.973;0.1268E+03;50.076;300;20;0.2303E+03;0.1923E+03;0.550;1.92;00:01:45.700
236.81;0.934;0.1222E+03;50.077;300;20;0.2212E+03;0.1844E+03;0.552;1.91;00:01:45.800
236.83;0.921;0.1202E+03;50.076;300;20;0.2181E+03;0.1820E+03;0.551;1.90;00:01:45.900
236.81;0.881;0.1152E+03;50.077;300;20;0.2087E+03;0.1741E+03;0.552;1.90;00:01:46.000
236.79;0.833;0.1088E+03;50.078;300;20;0.1972E+03;0.1644E+03;0.552;1.93;00:01:46.100
236.78;0.782;0.1024E+03;50.078;300;20;0.1851E+03;0.1542E+03;0.553;1.91;00:01:46.200
236.80;0.768;0.1006E+03;50.079;300;20;0.1818E+03;0.1515E+03;0.553;1.90;00:01:46.300
236.80;0.769;0.1007E+03;50.079;300;20;0.1820E+03;0.1516E+03;0.553;1.88;00:01:46.400
236.81;0.761;0.0999E+03;50.080;300;20;0.1803E+03;0.1501E+03;0.554;1.90;00:01:46.500
236.77;0.743;0.0974E+03;50.080;300;20;0.1758E+03;0.1464E+03;0.554;1.89;00:01:46.600
236.80;20;0.0966E+03;50.080;300;20;0.1740E+03;0.1447E+03;0.555;1.91;00:01:46.700
236.82;0.749;0.0981E+03;50.080;300;20;0.1773E+03;0.1477E+03;0.553;1.90;00:01:46.800
236.77;0.746;0.0979E+03;50.081;300;20;0.1766E+03;0.1469E+03;0.554;1.89;00:01:46.900
236.77;0.757;0.0989E+03;50.081;300;20;0.1792E+03;0.1495E+03;0.552;1.91;00:01:47.000
236.79;0.745;0.0976E+03;50.081;300;20;0.1764E+03;0.1469E+03;0.553;1.90;00:01:47.100
236.81;0.750;0.0982E+03;50.081;300;20;0.1777E+03;0.1481E+03;0.553;1.88;00:01:47.200
236.77;0.749;0.0980E+03;50.082;300;20;0.1772E+03;0.1477E+03;0.553;1.88;00:01:47.300
236.72;0.742;0.0973E+03;50.082;300;20;0.1757E+03;0.1463E+03;0.554;1.89;00:01:47.400
236.76;0.806;0.1055E+03;50.083;300;20;0.1908E+03;0.1590E+03;0.553;1.92;00:01:47.500
236.69;0.879;0.1145E+03;50.084;300;20;0.2081E+03;0.1738E+03;0.550;1.91;00:01:47.600
236.73;0.969;0.1259E+03;50.084;300;20;0.2293E+03;0.1917E+03;0.549;1.91;00:01:47.700
236.71;0.962;0.1251E+03;50.084;300;20;0.2277E+03;0.1902E+03;0.550;1.90;00:01:47.800
236.74;0.974;0.1267E+03;50.084;300;20;0.2306E+03;0.1927E+03;0.549;1.91;00:01:47.900
236.77;0.964;0.1256E+03;50.084;300;20;0.2282E+03;0.1905E+03;0.550;1.89;00:01:48.000
236.67;0.953;0.1237E+03;50.083;300;20;0.2255E+03;0.1886E+03;0.548;1.91;00:01:48.100
236.79;0.952;0.1242E+03;50.083;300;20;0.2255E+03;0.1882E+03;0.551;1.91;00:01:48.200
236.77;0.962;0.1253E+03;50.083;300;20;0.2279E+03;0.1903E+03;0.550;1.90;00:01:48.300
236.73;0.969;0.1261E+03;50.082;300;20;0.2294E+03;0.1917E+03;0.550;1.91;00:01:48.400
236.73;0.961;0.1252E+03;50.082;300;20;0.2275E+03;0.1899E+03;0.550;1.92;00:01:48.500
236.71;0.958;0.1247E+03;50.082;300;20;0.2267E+03;0.1893E+03;0.550;1.92;00:01:48.600
236.73;0.971;0.1263E+03;50.082;300;20;0.2298E+03;0.1919E+03;0.550;1.91;00:01:48.700
236.73;0.970;0.1264E+03;50.082;300;20;0.2296E+03;0.1917E+03;0.550;1.92;00:01:48.800
236.72;0.959;0.1250E+03;50.082;300;20;0.2271E+03;0.1896E+03;0.550;1.94;00:01:48.900
236.69;0.971;0.1262E+03;50.083;300;20;0.2298E+03;0.1920E+03;0.549;1.91;00:01:49.000
236.69;0.964;0.1251E+03;50.082;300;20;0.2281E+03;0.1908E+03;0.548;1.92;00:01:49.100
236.73;0.975;0.1266E+03;50.081;300;20;0.2307E+03;0.1929E+03;0.549;1.90;00:01:49.200
236.70;0.968;0.1259E+03;50.081;300;20;0.2292E+03;0.1915E+03;0.549;1.92;00:01:49.300
236.72;0.972;0.1263E+03;50.082;300;20;0.2300E+03;0.1923E+03;0.549;1.92;00:01:49.400
236.69;0.956;0.1244E+03;50.080;300;20;0.2263E+03;0.1890E+03;0.550;1.92;00:01:49.500
236.72;0.980;0.1274E+03;50.080;300;20;0.2319E+03;0.1938E+03;0.549;1.89;00:01:49.600
236.75;0.980;0.1277E+03;50.080;300;20;0.2320E+03;0.1937E+03;0.550;1.90;00:01:49.700
236.74;0.979;0.1274E+03;50.081;300;20;0.2317E+03;0.1935E+03;0.550;1.91;00:01:49.800
236.78;0.963;0.1255E+03;50.081;300;20;0.2280E+03;0.1904E+03;0.550;1.91;00:01:49.900
236.73;0.966;0.1254E+03;50.081;300;20;0.2288E+03;0.1913E+03;0.548;1.89;00:01:50.000
236.65;0.961;0.1248E+03;50.083;300;20;0.2274E+03;0.1901E+03;0.549;1.91;00:01:50.100
236.76;0.970;0.1261E+03;50.083;300;20;0.2296E+03;0.1918E+03;0.549;1.91;00:01:50.200
236.74;0.975;0.1269E+03;50.083;300;20;0.2309E+03;0.1929E+03;0.550;1.89;00:01:50.300
236.75;0.964;0.1255E+03;50.081;300;20;0.2283E+03;0.1907E+03;0.550;1.89;00:01:50.400
236.74;0.969;0.1261E+03;50.081;300;20;0.2293E+03;0.1916E+03;0.550;1.90;00:01:50.500
236.76;0.968;0.1259E+03;50.081;300;20;0.2291E+03;0.1914E+03;0.550;1.90;00:01:50.600
236.74;0.969;0.1260E+03;50.079;300;20;0.2293E+03;0.1916E+03;0.550;1.92;00:01:50.700
236.78;0.961;0.1254E+03;50.078;300;20;0.2276E+03;0.1899E+03;0.551;1.90;00:01:50.800
236.77;0.974;0.1267E+03;50.078;300;20;0.2307E+03;0.1927E+03;0.549;1.90;00:01:50.900
236.74;0.954;0.1241E+03;50.077;300;20;0.2259E+03;0.1887E+03;0.550;1.91;00:01:51.000
236.76;0.980;0.1273E+03;50.077;300;20;0.2321E+03;0.1941E+03;0.549;1.92;00:01:51.100
236.77;0.974;0.1266E+03;50.077;300;20;0.2306E+03;0.1927E+03;0.549;1.92;00:01:51.200
236.71;0.955;0.1240E+03;50.077;300;20;0.2260E+03;0.1889E+03;0.549;1.92;00:01:51.300
236.72;0.967;0.1258E+03;50.077;300;20;0.2290E+03;0.1913E+03;0.549;1.94;00:01:51.400
236.73;0.979;0.1271E+03;50.078;300;20;0.2318E+03;0.1939E+03;0.548;1.89;00:01:51.500
236.73;0.984;0.1277E+03;50.078;300;20;0.2330E+03;0.1948E+03;0.548;1.90;00:01:51.600
236.70;0.960;0.1248E+03;50.077;300;20;0.2273E+03;0.1900E+03;0.549;1.90;00:01:51.700
236.72;0.883;0.1152E+03;50.077;300;20;0.2090E+03;0.1743E+03;0.551;1.90;00:01:51.800
236.74;0.785;0.1028E+03;50.076;300;20;0.1859E+03;0.1549E+03;0.553;1.90;00:01:51.900
236.75;0.773;0.1012E+03;50.075;300;20;0.1831E+03;0.1525E+03;0.553;1.88;00:01:52.000
236.69;0.835;0.1087E+03;50.073;300;20;0.1977E+03;0.1652E+03;0.550;1.88;00:01:52.100
236.72;0.968;0.1260E+03;50.072;300;20;0.2292E+03;0.1914E+03;0.550;1.89;00:01:52.200
236.70;0.958;0.1247E+03;50.072;300;20;0.2269E+03;0.1895E+03;0.550;1.92;00:01:52.300
236.66;0.976;0.1266E+03;50.072;300;20;0.2311E+03;0.1933E+03;0.548;1.91;00:01:52.400
236.67;0.985;0.1280E+03;50.071;300;20;0.2331E+03;0.1948E+03;0.549;1.94;00:01:52.500
236.70;0.974;0.1264E+03;50.071;300;20;0.2305E+03;0.1928E+03;0.548;1.93;00:01:52.600
236.69;0.970;0.1262E+03;50.072;300;20;0.2296E+03;0.1919E+03;0.549;1.92;00:01:52.700
236.72;0.979;0.1272E+03;50.071;300;20;0.2317E+03;0.1937E+03;0.549;1.91;00:01:52.800
236.70;0.990;0.1286E+03;50.071;300;20;0.2343E+03;0.1959E+03;0.549;1.90;00:01:52.900
236.69;0.971;0.1261E+03;50.071;300;20;0.2299E+03;0.1922E+03;0.548;1.91;00:01:53.000
236.69;0.980;0.1275E+03;50.072;300;20;0.2320E+03;0.1939E+03;0.549;1.92;00:01:53.100
236.66;0.972;0.1263E+03;50.072;300;20;0.2300E+03;0.1922E+03;0.549;1.93;00:01:53.200
236.65;0.966;0.1253E+03;50.072;300;20;0.2286E+03;0.1913E+03;0.548;1.92;00:01:53.300
236.67;0.973;0.1263E+03;50.071;300;20;0.2303E+03;0.1926E+03;0.548;1.92;00:01:53.400
236.65;0.977;0.1269E+03;50.070;300;20;0.2312E+03;0.1933E+03;0.549;1.92;00:01:53.500
236.66;0.975;0.1267E+03;50.069;300;20;0.2307E+03;0.1928E+03;0.549;1.94;00:01:53.600
236.65;0.981;0.1274E+03;50.068;300;20;0.2321E+03;0.1940E+03;0.549;1.93;00:01:53.700
236.65;0.971;0.1261E+03;50.069;300;20;0.2298E+03;0.1920E+03;0.549;1.92;00:01:53.800
236.65;0.974;0.1264E+03;50.068;300;20;0.2304E+03;0.1927E+03;0.548;1.91;00:01:53.900
236.66;0.980;0.1275E+03;50.069;300;20;0.2320E+03;0.1939E+03;0.549;1.92;00:01:54.000
236.58;0.961;0.1247E+03;50.069;300;20;0.2275E+03;0.1902E+03;0.548;1.93;00:01:54.100
236.67;0.971;0.1262E+03;50.069;300;20;0.2297E+03;0.1920E+03;0.549;1.93;00:01:54.200
236.65;0.967;0.1253E+03;50.068;300;20;0.2287E+03;0.1914E+03;0.548;1.91;00:01:54.300
236.63;0.985;0.1279E+03;50.068;300;20;0.2330E+03;0.1947E+03;0.549;1.90;00:01:54.400
236.65;0.964;0.1255E+03;50.068;300;20;0.2282E+03;0.1906E+03;0.550;1.91;00:01:54.500
236.64;0.973;0.1265E+03;50.067;300;20;0.2302E+03;0.1924E+03;0.550;1.94;00:01:54.600
236.69;0.967;0.1257E+03;50.067;300;20;0.2288E+03;0.1912E+03;0.549;1.92;00:01:54.700
236.64;0.976;0.1268E+03;50.066;300;20;0.2309E+03;0.1930E+03;0.549;1.91;00:01:54.800
236.67;0.971;0.1264E+03;50.066;300;20;0.2299E+03;0.1920E+03;0.550;1.92;00:01:54.900
236.69;0.975;0.1266E+03;50.065;300;20;0.2307E+03;0.1929E+03;0.549;1.91;00:01:55.000
236.71;0.970;0.1261E+03;50.063;300;20;0.2297E+03;0.1920E+03;0.549;1.92;00:01:55.100
236.74;0.988;0.1280E+03;50.061;300;20;0.2340E+03;0.1958E+03;0.547;1.92;00:01:55.200
236.69;0.969;0.1257E+03;50.060;300;20;0.2294E+03;0.1919E+03;0.548;1.93;00:01:55.300
236.71;0.973;0.1262E+03;50.061;300;20;0.2303E+03;0.1927E+03;0.548;1.93;00:01:55.400
236.71;0.972;0.1262E+03;50.061;300;20;0.2300E+03;0.1923E+03;0.549;1.92;00:01:55.500
236.73;0.985;0.1277E+03;50.061;300;20;0.2331E+03;0.1950E+03;0.548;1.95;00:01:55.600
236.74;0.985;0.1279E+03;50.061;300;20;0.2332E+03;0.1950E+03;0.548;1.91;00:01:55.700
236.78;0.973;0.1263E+03;50.060;300;20;0.2304E+03;0.1927E+03;0.548;1.93;00:01:55.800
236.81;0.983;0.1278E+03;50.059;300;20;0.2329E+03;0.1947E+03;0.549;1.91;00:01:55.900
236.77;0.966;0.1256E+03;50.060;300;20;0.2287E+03;0.1912E+03;0.549;1.91;00:01:56.000
236.70;0.977;0.1264E+03;50.061;300;20;0.2312E+03;0.1935E+03;0.547;1.93;00:01:56.100
