#Device;NPA101
#Device Name;NO NAME
#Format;LOG
#Date;2000-01-01
#Version;01.002-02.430-03.730
#Serial No.;000100329
#Mode;Unlimited
#Logging Interval[s];0.100
#Specified Logging Count;-----
#Specified Logging Time[s];-----
#Start Time;00:27:16
#Stop Time;00:34:33
#Actual Count;4374        
URMS[V];IRMS[A];P[W];FPLL[Hz];URange[V];IRange[A];S[VA];Q[var];LAMBDA[];UTHD[%];Timestamp
236.62;0.742;0.0964E+03;50.024;300;20;0.1757E+03;0.1469E+03;0.548;1.82;00:27:16.000
236.59;0.726;0.0942E+03;50.024;300;20;0.1718E+03;0.1436E+03;0.549;1.83;00:27:16.100
236.66;0.744;0.0968E+03;50.025;300;20;0.1761E+03;0.1471E+03;0.550;1.83;00:27:16.200
236.65;0.726;0.0945E+03;50.025;300;20;0.1718E+03;0.1434E+03;0.550;1.80;00:27:16.300
236.65;0.741;0.0963E+03;50.025;300;20;0.1755E+03;0.1467E+03;0.549;1.80;00:27:16.400
236.66;0.746;0.0968E+03;50.023;300;20;0.1766E+03;0.1477E+03;0.548;1.80;00:27:16.500
236.71;0.741;0.0962E+03;50.023;300;20;0.1753E+03;0.1466E+03;0.548;1.80;00:27:16.600
236.70;0.738;0.0959E+03;50.025;300;20;0.1747E+03;0.1460E+03;0.549;1.78;00:27:16.700
236.71;0.734;0.0951E+03;50.023;300;20;0.1738E+03;0.1455E+03;0.547;1.79;00:27:16.800
236.71;0.744;0.0964E+03;50.023;300;20;0.1760E+03;0.1473E+03;0.548;1.78;00:27:16.900
236.68;0.736;0.0953E+03;50.025;300;20;0.1742E+03;0.1458E+03;0.547;1.78;00:27:17.000
236.67;0.741;0.0960E+03;50.025;300;20;0.1753E+03;0.1467E+03;0.548;1.80;00:27:17.100
236.69;0.724;0.0940E+03;50.023;300;20;0.1713E+03;0.1432E+03;0.549;1.79;00:27:17.200
236.66;0.733;0.0952E+03;50.024;300;20;0.1734E+03;0.1450E+03;0.549;1.79;00:27:17.300
236.68;0.731;0.0950E+03;50.024;300;20;0.1729E+03;0.1445E+03;0.549;1.79;00:27:17.400
236.59;0.740;0.0958E+03;50.024;300;20;0.1752E+03;0.1466E+03;0.547;1.79;00:27:17.500
236.69;0.737;0.0957E+03;50.024;300;20;0.1745E+03;0.1459E+03;0.549;1.81;00:27:17.600
236.71;0.737;0.0956E+03;50.023;300;20;0.1744E+03;0.1459E+03;0.548;1.81;00:27:17.700
236.69;0.722;0.0938E+03;50.023;300;20;0.1710E+03;0.1429E+03;0.549;1.79;00:27:17.800
