#Device;NPA101
#Device Name;NO NAME
#Format;LOG
#Date;2000-01-01
#Version;01.002-02.430-03.730
#Serial No.;000100329
#Mode;Unlimited
#Logging Interval[s];0.100
#Specified Logging Count;-----
#Specified Logging Time[s];-----
#Start Time;00:35:17
#Stop Time;00:42:41
#Actual Count;4443        
URMS[V];IRMS[A];P[W];FPLL[Hz];URange[V];IRange[A];S[VA];Q[var];LAMBDA[];UTHD[%];Timestamp
236.56;0.754;0.0952E+03;50.013;300;20;0.1784E+03;0.1509E+03;0.533;1.78;00:35:17.000
236.48;0.726;0.0915E+03;50.013;300;20;0.1718E+03;0.1453E+03;0.533;1.79;00:35:17.100
236.47;0.763;0.0965E+03;50.013;300;20;0.1805E+03;0.1525E+03;0.535;1.78;00:35:17.200
236.50;0.761;0.0964E+03;50.011;300;20;0.1800E+03;0.1520E+03;0.535;1.79;00:35:17.300
236.45;0.744;0.0939E+03;50.010;300;20;0.1758E+03;0.1486E+03;0.534;1.78;00:35:17.400
236.47;0.761;0.0963E+03;50.012;300;20;0.1801E+03;0.1522E+03;0.535;1.80;00:35:17.500
236.47;0.739;0.0934E+03;50.012;300;20;0.1749E+03;0.1478E+03;0.534;1.78;00:35:17.600
236.44;0.750;0.0949E+03;50.011;300;20;0.1774E+03;0.1498E+03;0.535;1.79;00:35:17.700
236.45;0.754;0.0955E+03;50.012;300;20;0.1782E+03;0.1505E+03;0.536;1.79;00:35:17.800
236.39;0.745;0.0942E+03;50.011;300;20;0.1761E+03;0.1488E+03;0.535;1.79;00:35:17.900
236.39;0.752;0.0950E+03;50.011;300;20;0.1777E+03;0.1502E+03;0.535;1.79;00:35:18.000
236.44;0.761;0.0962E+03;50.011;300;20;0.1800E+03;0.1521E+03;0.535;1.78;00:35:18.100
236.40;0.764;0.0966E+03;50.011;300;20;0.1806E+03;0.1526E+03;0.535;1.79;00:35:18.200
236.41;0.749;0.0946E+03;50.012;300;20;0.1770E+03;0.1496E+03;0.535;1.78;00:35:18.300
236.41;0.763;0.0963E+03;50.013;300;20;0.1803E+03;0.1524E+03;0.534;1.80;00:35:18.400
236.44;0.752;0.0951E+03;50.012;300;20;0.1778E+03;0.1502E+03;0.535;1.78;00:35:18.500
236.43;0.755;0.0956E+03;50.013;300;20;0.1785E+03;0.1507E+03;0.536;1.79;00:35:18.600
236.45;0.762;0.0963E+03;50.015;300;20;0.1801E+03;0.1521E+03;0.535;1.79;00:35:18.700
236.43;0.766;0.0968E+03;50.014;300;20;0.1810E+03;0.1530E+03;0.535;1.77;00:35:18.800
