#Device;NPA101
#Device Name;NO NAME
#Format;LOG
#Date;2000-01-01
#Version;01.002-02.430-03.730
#Serial No.;000100329
#Mode;Unlimited
#Logging Interval[s];0.100
#Specified Logging Count;-----
#Specified Logging Time[s];-----
#Start Time;00:12:58
#Stop Time;00:20:13
#Actual Count;4354        
URMS[V];IRMS[A];P[W];FPLL[Hz];URange[V];IRange[A];S[VA];Q[var];LAMBDA[];UTHD[%];Timestamp
237.46;0.825;0.1009E+03;49.978;300;20;0.1959E+03;0.1679E+03;0.515;1.64;00:13:03.700
237.46;0.896;0.1095E+03;49.978;300;20;0.2127E+03;0.1824E+03;0.515;1.64;00:13:03.800
237.45;0.910;0.1112E+03;49.978;300;20;0.2161E+03;0.1853E+03;0.514;1.64;00:13:03.900
237.36;0.936;0.1142E+03;49.980;300;20;0.2223E+03;0.1907E+03;0.514;1.65;00:13:04.000
237.43;0.994;0.1213E+03;49.981;300;20;0.2359E+03;0.2023E+03;0.514;1.67;00:13:04.100
237.45;0.998;0.1216E+03;49.980;300;20;0.2371E+03;0.2035E+03;0.513;1.66;00:13:04.200
237.44;0.990;0.1204E+03;49.980;300;20;0.2351E+03;0.2019E+03;0.512;1.66;00:13:04.300
237.48;1.004;0.1222E+03;49.980;300;20;0.2384E+03;0.2047E+03;0.513;1.68;00:13:04.400
237.45;1.001;0.1219E+03;49.979;300;20;0.2377E+03;0.2041E+03;0.513;1.67;00:13:04.500
237.48;1.007;0.1224E+03;49.979;300;20;0.2391E+03;0.2054E+03;0.512;1.68;00:13:04.600
237.45;1.006;0.1222E+03;49.979;300;20;0.2389E+03;0.2053E+03;0.512;1.69;00:13:04.700
237.47;0.997;0.1210E+03;49.980;300;20;0.2368E+03;0.2036E+03;0.511;1.68;00:13:04.800
237.47;1.007;0.1221E+03;49.981;300;20;0.2392E+03;0.2057E+03;0.511;1.68;00:13:04.900
237.47;0.997;0.1210E+03;49.980;300;20;0.2367E+03;0.2034E+03;0.511;1.67;00:13:05.000
237.48;1.009;0.1226E+03;49.980;300;20;0.2396E+03;0.2059E+03;0.512;1.69;00:13:05.100
237.45;0.995;0.1208E+03;49.979;300;20;0.2363E+03;0.2030E+03;0.511;1.66;00:13:05.200
237.43;1.013;0.1228E+03;49.980;300;20;0.2405E+03;0.2068E+03;0.511;1.67;00:13:05.300
237.43;1.004;0.1219E+03;49.981;300;20;0.2384E+03;0.2049E+03;0.511;1.67;00:13:05.400
237.42;1.013;0.1228E+03;49.982;300;20;0.2406E+03;0.2069E+03;0.510;1.65;00:13:05.500
237.40;1.012;0.1227E+03;49.981;300;20;0.2403E+03;0.2066E+03;0.511;1.65;00:13:05.600
237.38;0.994;0.1205E+03;49.982;300;20;0.2359E+03;0.2027E+03;0.511;1.66;00:13:05.700
237.38;1.002;0.1217E+03;49.981;300;20;0.2379E+03;0.2044E+03;0.512;1.66;00:13:05.800
237.35;0.997;0.1212E+03;49.981;300;20;0.2366E+03;0.2032E+03;0.512;1.65;00:13:05.900
237.30;1.011;0.1229E+03;49.981;300;20;0.2400E+03;0.2061E+03;0.512;1.66;00:13:06.000
237.37;0.998;0.1213E+03;49.981;300;20;0.2368E+03;0.2033E+03;0.512;1.64;00:13:06.100
237.35;1.004;0.1221E+03;49.982;300;20;0.2383E+03;0.2047E+03;0.512;1.66;00:13:06.200
237.38;1.007;0.1225E+03;49.982;300;20;0.2391E+03;0.2054E+03;0.512;1.67;00:13:06.300
237.42;1.001;0.1216E+03;49.983;300;20;0.2376E+03;0.2041E+03;0.512;1.66;00:13:06.400
237.39;0.992;0.1206E+03;49.984;300;20;0.2355E+03;0.2023E+03;0.512;1.66;00:13:06.500
237.38;1.009;0.1227E+03;49.984;300;20;0.2394E+03;0.2056E+03;0.512;1.67;00:13:06.600
237.38;0.990;0.1205E+03;49.985;300;20;0.2350E+03;0.2018E+03;0.513;1.66;00:13:06.700
237.40;1.008;0.1226E+03;49.986;300;20;0.2392E+03;0.2054E+03;0.513;1.67;00:13:06.800
237.41;0.997;0.1213E+03;49.986;300;20;0.2366E+03;0.2031E+03;0.513;1.67;00:13:06.900
237.43;1.008;0.1227E+03;49.986;300;20;0.2394E+03;0.2055E+03;0.513;1.67;00:13:07.000
237.42;1.010;0.1227E+03;49.986;300;20;0.2398E+03;0.2060E+03;0.512;1.66;00:13:07.100
237.42;0.990;0.1203E+03;49.987;300;20;0.2350E+03;0.2018E+03;0.512;1.66;00:13:07.200
237.40;0.998;0.1212E+03;49.986;300;20;0.2368E+03;0.2034E+03;0.512;1.66;00:13:07.300
237.46;1.016;0.1239E+03;49.985;300;20;0.2413E+03;0.2071E+03;0.513;1.67;00:13:07.400
237.48;1.007;0.1227E+03;49.984;300;20;0.2392E+03;0.2053E+03;0.513;1.66;00:13:07.500
237.47;0.994;0.1210E+03;49.983;300;20;0.2360E+03;0.2026E+03;0.513;1.66;00:13:07.600
237.46;1.005;0.1226E+03;49.983;300;20;0.2387E+03;0.2049E+03;0.513;1.68;00:13:07.700
237.49;0.995;0.1211E+03;49.983;300;20;0.2362E+03;0.2028E+03;0.513;1.66;00:13:07.800
237.46;0.996;0.1212E+03;49.983;300;20;0.2366E+03;0.2032E+03;0.512;1.65;00:13:07.900
237.46;0.985;0.1201E+03;49.983;300;20;0.2338E+03;0.2006E+03;0.514;1.68;00:13:08.000
237.48;0.932;0.1137E+03;49.984;300;20;0.2214E+03;0.1900E+03;0.513;1.67;00:13:08.100
237.50;0.845;0.1029E+03;49.983;300;20;0.2007E+03;0.1723E+03;0.513;1.67;00:13:08.200
237.55;0.812;0.0992E+03;49.984;300;20;0.1928E+03;0.1653E+03;0.514;1.66;00:13:08.300
237.53;0.806;0.0986E+03;49.984;300;20;0.1914E+03;0.1641E+03;0.515;1.68;00:13:08.400
237.52;0.844;0.1029E+03;49.984;300;20;0.2004E+03;0.1719E+03;0.514;1.67;00:13:08.500
237.48;0.954;0.1161E+03;49.986;300;20;0.2265E+03;0.1944E+03;0.513;1.68;00:13:08.600
237.48;0.995;0.1210E+03;49.985;300;20;0.2362E+03;0.2029E+03;0.512;1.68;00:13:08.700
237.49;1.007;0.1225E+03;49.985;300;20;0.2392E+03;0.2054E+03;0.512;1.68;00:13:08.800
237.47;0.994;0.1211E+03;49.986;300;20;0.2362E+03;0.2028E+03;0.513;1.69;00:13:08.900
237.44;1.007;0.1225E+03;49.986;300;20;0.2391E+03;0.2053E+03;0.512;1.70;00:13:09.000
237.45;1.001;0.1218E+03;49.986;300;20;0.2377E+03;0.2041E+03;0.513;1.69;00:13:09.100
237.46;1.010;0.1230E+03;49.986;300;20;0.2399E+03;0.2060E+03;0.513;1.69;00:13:09.200
237.43;1.002;0.1221E+03;49.986;300;20;0.2380E+03;0.2043E+03;0.513;1.69;00:13:09.300
237.47;1.029;0.1256E+03;49.987;300;20;0.2444E+03;0.2097E+03;0.514;1.68;00:13:09.400
237.46;0.997;0.1217E+03;49.986;300;20;0.2367E+03;0.2031E+03;0.514;1.69;00:13:09.500
237.46;1.008;0.1230E+03;49.985;300;20;0.2394E+03;0.2054E+03;0.514;1.69;00:13:09.600
237.43;1.010;0.1231E+03;49.986;300;20;0.2397E+03;0.2057E+03;0.514;1.69;00:13:09.700
237.41;1.006;0.1226E+03;49.986;300;20;0.2388E+03;0.2049E+03;0.514;1.70;00:13:09.800
237.43;1.010;0.1234E+03;49.986;300;20;0.2399E+03;0.2057E+03;0.514;1.70;00:13:09.900
237.41;1.001;0.1221E+03;49.986;300;20;0.2376E+03;0.2038E+03;0.514;1.70;00:13:10.000
237.44;1.012;0.1234E+03;49.985;300;20;0.2402E+03;0.2061E+03;0.514;1.71;00:13:10.100
237.44;1.002;0.1222E+03;49.985;300;20;0.2380E+03;0.2042E+03;0.514;1.71;00:13:10.200
237.44;1.021;0.1245E+03;49.985;300;20;0.2424E+03;0.2080E+03;0.514;1.70;00:13:10.300
237.48;1.001;0.1221E+03;49.983;300;20;0.2377E+03;0.2040E+03;0.514;1.70;00:13:10.400
237.42;1.002;0.1221E+03;49.984;300;20;0.2379E+03;0.2042E+03;0.513;1.68;00:13:10.500
237.41;1.012;0.1233E+03;49.983;300;20;0.2403E+03;0.2063E+03;0.513;1.68;00:13:10.600
237.43;1.007;0.1226E+03;49.983;300;20;0.2391E+03;0.2052E+03;0.513;1.69;00:13:10.700
237.40;1.003;0.1223E+03;49.983;300;20;0.2382E+03;0.2044E+03;0.513;1.69;00:13:10.800
237.40;1.011;0.1231E+03;49.982;300;20;0.2401E+03;0.2061E+03;0.513;1.68;00:13:10.900
237.38;1.002;0.1222E+03;49.981;300;20;0.2379E+03;0.2041E+03;0.514;1.69;00:13:11.000
237.41;1.009;0.1230E+03;49.981;300;20;0.2396E+03;0.2056E+03;0.514;1.69;00:13:11.100
237.39;1.010;0.1231E+03;49.980;300;20;0.2397E+03;0.2056E+03;0.514;1.69;00:13:11.200
237.38;0.995;0.1215E+03;49.980;300;20;0.2363E+03;0.2027E+03;0.514;1.71;00:13:11.300
237.41;1.005;0.1228E+03;49.979;300;20;0.2386E+03;0.2046E+03;0.515;1.70;00:13:11.400
237.39;1.002;0.1224E+03;49.978;300;20;0.2378E+03;0.2039E+03;0.515;1.70;00:13:11.500
237.38;1.029;0.1256E+03;49.980;300;20;0.2443E+03;0.2095E+03;0.514;1.65;00:13:11.600
237.37;0.981;0.1197E+03;49.979;300;20;0.2329E+03;0.1998E+03;0.514;1.70;00:13:11.700
237.38;1.018;0.1242E+03;49.977;300;20;0.2416E+03;0.2073E+03;0.514;1.73;00:13:11.800
237.38;0.995;0.1214E+03;49.977;300;20;0.2362E+03;0.2026E+03;0.514;1.72;00:13:11.900
237.32;1.001;0.1221E+03;49.976;300;20;0.2377E+03;0.2039E+03;0.514;1.72;00:13:12.000
237.35;1.036;0.1266E+03;49.975;300;20;0.2460E+03;0.2109E+03;0.514;1.68;00:13:12.100
237.36;1.006;0.1225E+03;49.974;300;20;0.2389E+03;0.2051E+03;0.513;1.72;00:13:12.200
237.40;1.007;0.1228E+03;49.975;300;20;0.2390E+03;0.2050E+03;0.514;1.72;00:13:12.300
237.41;1.015;0.1236E+03;49.975;300;20;0.2410E+03;0.2069E+03;0.513;1.72;00:13:12.400
237.37;1.014;0.1235E+03;49.975;300;20;0.2406E+03;0.2065E+03;0.513;1.70;00:13:12.500
237.37;0.974;0.1187E+03;49.974;300;20;0.2313E+03;0.1985E+03;0.513;1.73;00:13:12.600
237.35;0.956;0.1167E+03;49.973;300;20;0.2269E+03;0.1946E+03;0.514;1.71;00:13:12.700
237.35;0.899;0.1099E+03;49.974;300;20;0.2134E+03;0.1829E+03;0.515;1.72;00:13:12.800
237.35;0.887;0.1085E+03;49.974;300;20;0.2106E+03;0.1805E+03;0.515;1.70;00:13:12.900
237.38;0.829;0.1015E+03;49.974;300;20;0.1968E+03;0.1686E+03;0.516;1.72;00:13:13.000
237.37;0.820;0.1004E+03;49.975;300;20;0.1947E+03;0.1668E+03;0.516;1.71;00:13:13.100
237.40;0.811;0.0995E+03;49.975;300;20;0.1926E+03;0.1649E+03;0.516;1.71;00:13:13.200
237.39;0.806;0.0987E+03;49.975;300;20;0.1914E+03;0.1640E+03;0.516;1.70;00:13:13.300
237.48;0.784;0.0961E+03;49.975;300;20;0.1862E+03;0.1595E+03;0.516;1.69;00:13:13.400
237.46;0.795;0.0974E+03;49.975;300;20;0.1887E+03;0.1616E+03;0.516;1.70;00:13:13.500
237.47;0.796;0.0974E+03;49.975;300;20;0.1890E+03;0.1619E+03;0.516;1.70;00:13:13.600
237.43;0.789;0.0967E+03;49.976;300;20;0.1872E+03;0.1603E+03;0.516;1.68;00:13:13.700
237.48;0.782;0.0958E+03;49.976;300;20;0.1857E+03;0.1590E+03;0.516;1.69;00:13:13.800
237.46;0.794;0.0973E+03;49.975;300;20;0.1884E+03;0.1614E+03;0.516;1.70;00:13:13.900
237.49;0.805;0.0984E+03;49.976;300;20;0.1911E+03;0.1638E+03;0.515;1.71;00:13:14.000
237.49;0.781;0.0956E+03;49.977;300;20;0.1856E+03;0.1591E+03;0.515;1.70;00:13:14.100
237.46;0.805;0.0986E+03;49.976;300;20;0.1911E+03;0.1637E+03;0.516;1.71;00:13:14.200
237.43;0.859;0.1048E+03;49.976;300;20;0.2039E+03;0.1748E+03;0.514;1.70;00:13:14.300
237.45;0.942;0.1149E+03;49.977;300;20;0.2236E+03;0.1919E+03;0.514;1.72;00:13:14.400
237.43;0.991;0.1209E+03;49.976;300;20;0.2352E+03;0.2018E+03;0.514;1.71;00:13:14.500
237.44;0.992;0.1213E+03;49.977;300;20;0.2355E+03;0.2018E+03;0.515;1.71;00:13:14.600
237.44;0.990;0.1209E+03;49.977;300;20;0.2350E+03;0.2015E+03;0.515;1.69;00:13:14.700
237.46;0.998;0.1219E+03;49.977;300;20;0.2369E+03;0.2031E+03;0.515;1.72;00:13:14.800
237.44;0.988;0.1207E+03;49.978;300;20;0.2345E+03;0.2011E+03;0.515;1.72;00:13:14.900
237.45;0.992;0.1214E+03;49.977;300;20;0.2357E+03;0.2020E+03;0.515;1.73;00:13:15.000
237.46;0.998;0.1222E+03;49.978;300;20;0.2371E+03;0.2032E+03;0.515;1.71;00:13:15.100
237.44;0.990;0.1209E+03;49.978;300;20;0.2351E+03;0.2017E+03;0.514;1.72;00:13:15.200
237.45;0.997;0.1218E+03;49.978;300;20;0.2366E+03;0.2028E+03;0.515;1.72;00:13:15.300
237.51;1.006;0.1230E+03;49.978;300;20;0.2389E+03;0.2049E+03;0.515;1.72;00:13:15.400
237.47;0.994;0.1214E+03;49.979;300;20;0.2360E+03;0.2023E+03;0.515;1.71;00:13:15.500
237.42;0.981;0.1197E+03;49.979;300;20;0.2328E+03;0.1997E+03;0.514;1.71;00:13:15.600
237.37;0.997;0.1217E+03;49.979;300;20;0.2367E+03;0.2031E+03;0.514;1.71;00:13:15.700
237.33;0.995;0.1213E+03;49.979;300;20;0.2362E+03;0.2027E+03;0.514;1.71;00:13:15.800
237.35;1.007;0.1227E+03;49.981;300;20;0.2390E+03;0.2051E+03;0.513;1.72;00:13:15.900
237.36;1.002;0.1221E+03;49.982;300;20;0.2378E+03;0.2041E+03;0.513;1.73;00:13:16.000
237.34;0.995;0.1212E+03;49.982;300;20;0.2363E+03;0.2028E+03;0.513;1.71;00:13:16.100
237.37;0.990;0.1208E+03;49.983;300;20;0.2351E+03;0.2017E+03;0.514;1.72;00:13:16.200
237.37;1.004;0.1225E+03;49.984;300;20;0.2383E+03;0.2044E+03;0.514;1.72;00:13:16.300
237.39;0.999;0.1221E+03;49.984;300;20;0.2372E+03;0.2034E+03;0.515;1.72;00:13:16.400
237.38;0.996;0.1214E+03;49.984;300;20;0.2364E+03;0.2029E+03;0.513;1.72;00:13:16.500
237.40;0.996;0.1216E+03;49.985;300;20;0.2364E+03;0.2027E+03;0.514;1.72;00:13:16.600
237.36;0.986;0.1203E+03;49.985;300;20;0.2339E+03;0.2006E+03;0.514;1.71;00:13:16.700
237.33;0.998;0.1219E+03;49.984;300;20;0.2368E+03;0.2030E+03;0.515;1.70;00:13:16.800
237.34;0.997;0.1220E+03;49.984;300;20;0.2366E+03;0.2027E+03;0.516;1.71;00:13:16.900
237.38;1.002;0.1227E+03;49.984;300;20;0.2379E+03;0.2038E+03;0.516;1.72;00:13:17.000
237.42;0.998;0.1220E+03;49.984;300;20;0.2370E+03;0.2031E+03;0.515;1.71;00:13:17.100
237.41;1.000;0.1222E+03;49.985;300;20;0.2374E+03;0.2035E+03;0.515;1.70;00:13:17.200
237.39;0.998;0.1218E+03;49.985;300;20;0.2369E+03;0.2031E+03;0.514;1.72;00:13:17.300
237.41;0.994;0.1212E+03;49.984;300;20;0.2361E+03;0.2026E+03;0.513;1.71;00:13:17.400
237.39;1.001;0.1223E+03;49.985;300;20;0.2377E+03;0.2038E+03;0.515;1.70;00:13:17.500
237.38;0.998;0.1218E+03;49.985;300;20;0.2369E+03;0.2032E+03;0.514;1.71;00:13:17.600
237.39;1.002;0.1223E+03;49.984;300;20;0.2378E+03;0.2039E+03;0.514;1.70;00:13:17.700
237.35;1.001;0.1223E+03;49.984;300;20;0.2377E+03;0.2038E+03;0.514;1.72;00:13:17.800
237.32;0.999;0.1221E+03;49.984;300;20;0.2372E+03;0.2033E+03;0.515;1.72;00:13:17.900
237.30;0.995;0.1214E+03;49.982;300;20;0.2360E+03;0.2024E+03;0.514;1.71;00:13:18.000
237.33;1.014;0.1238E+03;49.981;300;20;0.2407E+03;0.2064E+03;0.514;1.71;00:13:18.100
237.32;0.998;0.1218E+03;49.979;300;20;0.2369E+03;0.2032E+03;0.514;1.71;00:13:18.200
237.39;1.019;0.1245E+03;49.979;300;20;0.2419E+03;0.2074E+03;0.515;1.71;00:13:18.300
237.44;0.998;0.1220E+03;49.980;300;20;0.2370E+03;0.2032E+03;0.515;1.71;00:13:18.400
237.41;1.006;0.1229E+03;49.980;300;20;0.2388E+03;0.2048E+03;0.515;1.70;00:13:18.500
237.46;0.881;0.1079E+03;49.980;300;20;0.2093E+03;0.1793E+03;0.516;1.70;00:13:18.600
237.42;0.817;0.1001E+03;49.981;300;20;0.1941E+03;0.1663E+03;0.516;1.69;00:13:18.700
237.42;0.828;0.1015E+03;49.981;300;20;0.1967E+03;0.1685E+03;0.516;1.71;00:13:18.800
237.40;0.937;0.1144E+03;49.980;300;20;0.2224E+03;0.1907E+03;0.514;1.70;00:13:18.900
237.38;0.993;0.1214E+03;49.980;300;20;0.2356E+03;0.2019E+03;0.515;1.71;00:13:19.000
237.37;1.013;0.1237E+03;49.980;300;20;0.2405E+03;0.2063E+03;0.514;1.72;00:13:19.100
237.37;1.024;0.1250E+03;49.980;300;20;0.2430E+03;0.2084E+03;0.514;1.71;00:13:19.200
237.38;1.009;0.1231E+03;49.979;300;20;0.2395E+03;0.2055E+03;0.514;1.71;00:13:19.300
237.36;1.010;0.1230E+03;49.978;300;20;0.2398E+03;0.2059E+03;0.513;1.71;00:13:19.400
237.40;1.016;0.1239E+03;49.977;300;20;0.2412E+03;0.2069E+03;0.514;1.73;00:13:19.500
237.38;1.003;0.1223E+03;49.976;300;20;0.2381E+03;0.2043E+03;0.513;1.71;00:13:19.600
237.34;1.001;0.1222E+03;49.976;300;20;0.2376E+03;0.2038E+03;0.514;1.71;00:13:19.700
237.35;1.016;0.1238E+03;49.977;300;20;0.2411E+03;0.2069E+03;0.513;1.72;00:13:19.800
237.34;0.995;0.1212E+03;49.978;300;20;0.2363E+03;0.2028E+03;0.513;1.70;00:13:19.900
237.34;1.013;0.1235E+03;49.978;300;20;0.2404E+03;0.2063E+03;0.514;1.69;00:13:20.000
237.35;1.019;0.1244E+03;49.978;300;20;0.2419E+03;0.2075E+03;0.514;1.72;00:13:20.100
237.35;1.005;0.1226E+03;49.979;300;20;0.2386E+03;0.2047E+03;0.514;1.71;00:13:20.200
237.35;1.006;0.1228E+03;49.979;300;20;0.2389E+03;0.2049E+03;0.514;1.71;00:13:20.300
237.37;1.008;0.1231E+03;49.980;300;20;0.2393E+03;0.2052E+03;0.515;1.70;00:13:20.400
237.40;1.027;0.1256E+03;49.979;300;20;0.2439E+03;0.2090E+03;0.515;1.71;00:13:20.500
237.37;1.006;0.1227E+03;49.979;300;20;0.2387E+03;0.2048E+03;0.514;1.72;00:13:20.600
237.32;1.001;0.1222E+03;49.978;300;20;0.2375E+03;0.2036E+03;0.515;1.71;00:13:20.700
237.30;1.002;0.1225E+03;49.978;300;20;0.2378E+03;0.2038E+03;0.515;1.71;00:13:20.800
237.29;1.021;0.1248E+03;49.976;300;20;0.2422E+03;0.2075E+03;0.515;1.72;00:13:20.900
237.34;1.008;0.1229E+03;49.975;300;20;0.2392E+03;0.2052E+03;0.514;1.71;00:13:21.000
237.32;1.009;0.1230E+03;49.976;300;20;0.2395E+03;0.2055E+03;0.513;1.72;00:13:21.100
237.35;1.011;0.1232E+03;49.976;300;20;0.2400E+03;0.2060E+03;0.513;1.72;00:13:21.200
237.32;1.004;0.1222E+03;49.975;300;20;0.2382E+03;0.2045E+03;0.513;1.73;00:13:21.300
237.34;1.012;0.1234E+03;49.974;300;20;0.2401E+03;0.2059E+03;0.514;1.74;00:13:21.400
237.34;1.008;0.1229E+03;49.974;300;20;0.2393E+03;0.2053E+03;0.514;1.71;00:13:21.500
237.30;1.013;0.1235E+03;49.975;300;20;0.2404E+03;0.2062E+03;0.514;1.72;00:13:21.600
237.28;1.005;0.1224E+03;49.974;300;20;0.2384E+03;0.2045E+03;0.514;1.74;00:13:21.700
237.28;1.003;0.1224E+03;49.974;300;20;0.2380E+03;0.2041E+03;0.514;1.74;00:13:21.800
237.27;1.015;0.1237E+03;49.974;300;20;0.2408E+03;0.2066E+03;0.514;1.73;00:13:21.900
237.28;1.018;0.1242E+03;49.975;300;20;0.2416E+03;0.2072E+03;0.514;1.72;00:13:22.000
237.31;0.999;0.1219E+03;49.974;300;20;0.2370E+03;0.2032E+03;0.515;1.74;00:13:22.100
