Time,P[W],Source File
0.000000,96.000000,J3It2
0.100000,95.800000,J3It2
0.200000,286.700000,J3It2
0.300000,461.000000,J3It3
0.400000,188.800000,J3It3
0.500000,75.700000,J3It2
0.600000,81.000000,J3It2
0.700000,95.700000,J3It1
0.800000,96.200000,J3It1
0.900000,95.000000,J3It2
1.000000,96.300000,J3It1
1.100000,95.600000,J3It2
1.200000,96.700000,J3It1
1.300000,96.500000,J3It1
1.400000,102.300000,J3It2
1.500000,483.600000,J3It2
1.600000,333.200000,J3It3
1.700000,79.800000,J3It3
1.800000,76.100000,J3It2
1.900000,95.400000,J3It1
2.000000,96.400000,J3It2
2.100000,96.400000,J3It2
2.200000,95.700000,J3It1
2.300000,97.200000,J3It3
2.400000,95.100000,J3It2
2.500000,96.200000,J3It1
2.600000,96.600000,J3It1
2.700000,303.300000,J3It1
2.800000,359.100000,J3It3
2.900000,277.800000,J3It3
3.000000,86.000000,J3It3
3.100000,88.600000,J3It1
3.200000,96.300000,J3It1
3.300000,95.900000,J3It2
3.400000,96.900000,J3It3
3.500000,95.600000,J3It1
3.600000,95.900000,J3It3
3.700000,95.900000,J3It2
3.800000,96.100000,J3It3
3.900000,98.200000,J3It1
4.000000,408.500000,J3It1
4.100000,391.700000,J3It3
4.200000,204.900000,J3It3
4.300000,79.300000,J3It1
4.400000,95.300000,J3It2
4.500000,98.500000,J3It1
4.600000,96.200000,J3It2
4.700000,96.600000,J3It2
4.800000,95.300000,J3It3
4.900000,96.500000,J3It1
5.000000,95.500000,J3It1
5.100000,95.900000,J3It3
5.200000,262.900000,J3It2
5.300000,344.200000,J3It1
5.400000,328.400000,J3It3
5.500000,77.800000,J3It3
5.600000,94.300000,J3It2
5.700000,95.000000,J3It2
5.800000,95.500000,J3It2
5.900000,95.900000,J3It3
6.000000,96.400000,J3It2
6.100000,95.700000,J3It3
6.200000,97.000000,J3It2
6.300000,96.500000,J3It3
6.400000,96.300000,J3It2
6.500000,313.400000,J3It2
6.600000,355.900000,J3It1
6.700000,193.300000,J3It3
6.800000,83.700000,J3It2
6.900000,92.600000,J3It2
7.000000,96.400000,J3It2
7.100000,95.900000,J3It2
7.200000,97.500000,J3It2
7.300000,96.200000,J3It2
7.400000,96.200000,J3It3
7.500000,96.200000,J3It3
7.600000,96.100000,J3It2
7.700000,96.200000,J3It3
7.800000,215.800000,J3It2
7.900000,297.600000,J3It1
8.000000,208.300000,J3It3
8.100000,111.200000,J3It3
8.200000,94.800000,J3It2
8.300000,95.900000,J3It3
8.400000,96.600000,J3It1
8.500000,95.900000,J3It2
8.600000,96.500000,J3It2
8.700000,96.600000,J3It1
8.800000,96.900000,J3It3
8.900000,95.600000,J3It2
9.000000,96.200000,J3It2
9.100000,209.100000,J3It2
9.200000,294.700000,J3It3
9.300000,214.700000,J3It3
9.400000,127.600000,J3It3
9.500000,95.300000,J3It2
9.600000,96.100000,J3It3
9.700000,96.700000,J3It3
9.800000,95.400000,J3It2
9.900000,96.200000,J3It1
10.000000,95.900000,J3It3
10.100000,96.500000,J3It2
10.200000,96.100000,J3It1
10.300000,96.700000,J3It3
10.400000,249.400000,J3It2
10.500000,240.600000,J3It1
10.600000,209.200000,J3It1
10.700000,138.500000,J3It1
10.800000,95.500000,J3It1
10.900000,95.500000,J3It1
11.000000,96.000000,J3It2
11.100000,95.700000,J3It3
11.200000,96.200000,J3It1
11.300000,95.500000,J3It1
11.400000,96.900000,J3It3
11.500000,96.600000,J3It1
11.600000,96.900000,J3It2
11.700000,189.400000,J3It2
11.800000,254.900000,J3It1
11.900000,216.700000,J3It1
12.000000,168.300000,J3It3
12.100000,94.400000,J3It2
12.200000,95.200000,J3It1
12.300000,97.300000,J3It2
12.400000,95.800000,J3It3
12.500000,96.900000,J3It1
12.600000,95.500000,J3It3
12.700000,97.200000,J3It2
12.800000,95.900000,J3It2
12.900000,96.400000,J3It3
13.000000,97.000000,J3It1
13.100000,180.400000,J3It2
13.200000,199.300000,J3It3
13.300000,176.400000,J3It1
13.400000,169.300000,J3It3
13.500000,95.700000,J3It2
13.600000,96.100000,J3It1
13.700000,95.500000,J3It2
13.800000,96.900000,J3It2
13.900000,96.100000,J3It1
14.000000,96.800000,J3It2
14.100000,95.800000,J3It1
14.200000,96.000000,J3It3
14.300000,96.200000,J3It2
14.400000,183.900000,J3It2
14.500000,225.100000,J3It1
14.600000,210.800000,J3It3
14.700000,185.300000,J3It1
14.800000,109.000000,J3It3
14.900000,95.700000,J3It1
15.000000,95.000000,J3It2
15.100000,96.300000,J3It2
15.200000,96.900000,J3It2
15.300000,97.100000,J3It3
15.400000,96.300000,J3It1
15.500000,95.700000,J3It3
15.600000,96.300000,J3It2
15.700000,96.800000,J3It3
15.800000,119.400000,J3It2
15.900000,169.900000,J3It2
16.000000,156.600000,J3It1
16.100000,156.300000,J3It1
16.200000,152.000000,J3It3
16.300000,94.900000,J3It2
16.400000,96.200000,J3It1
16.500000,95.800000,J3It3
16.600000,95.900000,J3It2
16.700000,96.600000,J3It1
