Time,P[W],Source File
16.800000,97.600000,J3It3
16.900000,95.600000,J3It3
17.000000,95.900000,J3It2
17.100000,95.900000,J3It1
17.200000,96.400000,J3It1
17.300000,182.200000,J3It1
17.400000,176.400000,J3It3
17.500000,164.700000,J3It1
17.600000,154.900000,J3It3
17.700000,115.100000,J3It3
17.800000,95.600000,J3It1
17.900000,96.000000,J3It3
18.000000,95.200000,J3It1
18.100000,96.800000,J3It1
18.200000,96.300000,J3It3
18.300000,96.300000,J3It3
18.400000,96.300000,J3It2
18.500000,95.800000,J3It1
18.600000,96.000000,J3It2
18.700000,109.700000,J3It2
18.800000,145.500000,J3It2
18.900000,140.900000,J3It1
19.000000,141.700000,J3It1
19.100000,142.300000,J3It1
19.200000,134.200000,J3It3
19.300000,98.100000,J3It3
19.400000,96.100000,J3It3
19.500000,96.400000,J3It1
19.600000,97.000000,J3It3
19.700000,96.000000,J3It1
19.800000,96.400000,J3It2
19.900000,95.200000,J3It3
20.000000,96.400000,J3It3
20.100000,96.000000,J3It2
20.200000,100.200000,J3It2
20.300000,154.700000,J3It2
20.400000,147.400000,J3It1
20.500000,148.400000,J3It1
20.600000,146.700000,J3It1
20.700000,144.400000,J3It1
20.800000,110.600000,J3It3
20.900000,95.900000,J3It2
21.000000,96.500000,J3It3
21.100000,96.400000,J3It3
21.200000,96.300000,J3It1
21.300000,96.100000,J3It2
21.400000,96.200000,J3It1
21.500000,96.000000,J3It3
21.600000,96.300000,J3It3
21.700000,95.500000,J3It2
21.800000,113.000000,J3It2
21.900000,127.500000,J3It1
22.000000,124.500000,J3It1
22.100000,124.100000,J3It1
22.200000,124.100000,J3It1
22.300000,125.000000,J3It1
22.400000,124.400000,J3It1
22.500000,121.500000,J3It1
22.600000,97.900000,J3It3
22.700000,96.600000,J3It2
22.800000,95.600000,J3It3
22.900000,96.200000,J3It3
23.000000,96.200000,J3It3
23.100000,96.300000,J3It2
23.200000,95.500000,J3It3
23.300000,97.000000,J3It2
23.400000,96.200000,J3It3
23.500000,96.400000,J3It3
23.600000,128.000000,J3It1
23.700000,129.400000,J3It1
23.800000,128.000000,J3It1
23.900000,128.400000,J3It1
24.000000,127.800000,J3It1
24.100000,126.300000,J3It1
24.200000,126.900000,J3It2
24.300000,124.000000,J3It3
24.400000,98.000000,J3It3
24.500000,96.000000,J3It1
24.600000,95.700000,J3It2
24.700000,96.200000,J3It1
24.800000,96.300000,J3It3
24.900000,96.100000,J3It1
25.000000,96.000000,J3It2
25.100000,96.100000,J3It3
25.200000,96.200000,J3It1
25.300000,96.400000,J3It1
25.400000,107.700000,J3It2
25.500000,110.500000,J3It2
25.600000,109.700000,J3It2
25.700000,109.200000,J3It2
25.800000,108.400000,J3It1
25.900000,108.800000,J3It2
26.000000,109.900000,J3It2
26.100000,109.100000,J3It3
26.200000,109.300000,J3It2
26.300000,109.500000,J3It2
26.400000,110.900000,J3It2
26.500000,109.600000,J3It2
26.600000,110.200000,J3It2
26.700000,109.600000,J3It2
26.800000,107.300000,J3It2
26.900000,104.000000,J3It3
27.000000,96.400000,J3It2
27.100000,96.100000,J3It3
27.200000,96.100000,J3It1
27.300000,95.500000,J3It3
27.400000,95.700000,J3It3
27.500000,96.100000,J3It2
27.600000,96.300000,J3It1
27.700000,96.300000,J3It1
27.800000,99.700000,J3It2
27.900000,111.800000,J3It2
28.000000,112.300000,J3It2
28.100000,113.300000,J3It2
28.200000,111.100000,J3It2
28.300000,112.300000,J3It2
28.400000,112.200000,J3It2
28.500000,111.700000,J3It2
28.600000,110.800000,J3It1
28.700000,110.800000,J3It2
28.800000,111.500000,J3It2
28.900000,111.000000,J3It2
29.000000,112.500000,J3It2
29.100000,110.600000,J3It2
29.200000,111.300000,J3It2
29.300000,108.300000,J3It3
29.400000,96.600000,J3It3
29.500000,96.800000,J3It1
29.600000,96.000000,J3It3
29.700000,95.800000,J3It1
29.800000,96.400000,J3It1
29.900000,96.100000,J3It1
30.000000,95.600000,J3It1
30.100000,96.500000,J3It1
30.200000,94.700000,J3It3
30.300000,97.000000,J3It3
30.400000,96.500000,J3It3
30.500000,97.600000,J3It1
30.600000,96.300000,J3It3
30.700000,94.800000,J3It3
30.800000,95.400000,J3It3
30.900000,96.400000,J3It1
31.000000,96.300000,J3It3
31.100000,95.300000,J3It3
31.200000,96.300000,J3It1
31.300000,96.200000,J3It1
31.400000,95.200000,J3It1
31.500000,95.400000,J3It1
31.600000,95.900000,J3It1
31.700000,96.200000,J3It3
31.800000,95.400000,J3It1
31.900000,95.700000,J3It1
32.000000,95.200000,J3It1
32.100000,94.800000,J3It1
32.200000,96.300000,J3It1
32.300000,95.900000,J3It1
32.400000,95.200000,J3It1
32.500000,95.900000,J3It1
32.600000,96.200000,J3It1
32.700000,96.300000,J3It1
32.800000,94.600000,J3It1
32.900000,95.700000,J3It1
33.000000,94.400000,J3It1
