Time,P[W],Source File
27.700000,125.100000,J2It1
27.800000,96.500000,J2It1
27.900000,95.700000,J2It3
28.000000,96.000000,J2It2
28.100000,95.700000,J2It3
28.200000,96.500000,J2It1
28.300000,94.900000,J2It1
28.400000,96.900000,J2It2
28.500000,96.300000,J2It1
28.600000,96.900000,J2It2
28.700000,97.500000,J2It2
28.800000,103.200000,J2It2
28.900000,136.700000,J2It2
29.000000,132.300000,J2It1
29.100000,132.000000,J2It1
29.200000,130.700000,J2It1
29.300000,130.800000,J2It1
29.400000,129.500000,J2It1
29.500000,130.400000,J2It1
29.600000,130.400000,J2It1
29.700000,132.800000,J2It1
29.800000,130.700000,J2It1
29.900000,131.900000,J2It1
30.000000,130.700000,J2It1
30.100000,106.300000,J2It1
30.200000,97.800000,J2It1
30.300000,96.000000,J2It2
30.400000,96.600000,J2It3
30.500000,95.700000,J2It3
30.600000,96.300000,J2It1
30.700000,96.200000,J2It3
30.800000,96.200000,J2It2
30.900000,95.600000,J2It3
31.000000,95.700000,J2It1
31.100000,96.300000,J2It1
31.200000,102.800000,J2It2
31.300000,111.200000,J2It2
31.400000,111.400000,J2It1
31.500000,111.000000,J2It1
31.600000,110.700000,J2It2
31.700000,111.600000,J2It1
31.800000,109.800000,J2It1
31.900000,110.400000,J2It1
32.000000,110.500000,J2It1
32.100000,111.400000,J2It2
32.200000,110.400000,J2It1
32.300000,109.800000,J2It3
32.400000,109.200000,J2It1
32.500000,110.100000,J2It1
32.600000,110.200000,J2It2
32.700000,111.100000,J2It1
32.800000,110.200000,J2It1
32.900000,110.800000,J2It2
33.000000,112.100000,J2It1
33.100000,110.400000,J2It1
33.200000,110.900000,J2It2
33.300000,110.400000,J2It3
33.400000,112.200000,J2It1
33.500000,111.400000,J2It2
33.600000,111.400000,J2It1
33.700000,106.100000,J2It1
33.800000,96.400000,J2It3
33.900000,96.700000,J2It2
34.000000,96.400000,J2It1
34.100000,96.700000,J2It3
34.200000,96.900000,J2It1
34.300000,96.100000,J2It1
34.400000,96.400000,J2It1
34.500000,96.500000,J2It3
34.600000,95.800000,J2It2
34.700000,96.700000,J2It3
34.800000,105.700000,J2It1
34.900000,111.900000,J2It1
35.000000,110.600000,J2It2
35.100000,110.600000,J2It1
35.200000,110.800000,J2It1
35.300000,110.500000,J2It2
35.400000,110.900000,J2It2
35.500000,110.400000,J2It1
35.600000,109.800000,J2It3
35.700000,112.500000,J2It1
35.800000,110.900000,J2It2
35.900000,110.800000,J2It1
36.000000,112.300000,J2It1
36.100000,110.400000,J2It2
36.200000,111.600000,J2It1
36.300000,111.000000,J2It1
36.400000,112.100000,J2It1
36.500000,110.900000,J2It3
36.600000,110.700000,J2It1
36.700000,112.400000,J2It1
36.800000,110.400000,J2It1
36.900000,112.600000,J2It2
37.000000,110.400000,J2It1
37.100000,112.400000,J2It1
37.200000,111.400000,J2It2
37.300000,111.000000,J2It3
37.400000,96.600000,J2It3
37.500000,96.400000,J2It1
37.600000,96.600000,J2It1
37.700000,96.500000,J2It1
37.800000,96.600000,J2It1
37.900000,96.100000,J2It3
38.000000,96.400000,J2It3
38.100000,96.100000,J2It1
38.200000,96.700000,J2It1
38.300000,95.800000,J2It3
38.400000,95.700000,J2It3
38.500000,94.600000,J2It3
38.600000,96.800000,J2It3
38.700000,95.100000,J2It3
38.800000,95.400000,J2It3
38.900000,95.900000,J2It3
39.000000,96.200000,J2It3
39.100000,95.700000,J2It3
39.200000,94.800000,J2It3
39.300000,96.600000,J2It3
39.400000,95.900000,J2It3
39.500000,96.000000,J2It3
39.600000,93.800000,J2It3
39.700000,96.700000,J2It3
39.800000,95.300000,J2It3
39.900000,95.200000,J2It3
40.000000,95.000000,J2It3
