#Device;NPA101
#Device Name;NO NAME
#Format;LOG
#Date;2000-01-01
#Version;01.002-02.430-03.730
#Serial No.;000100329
#Mode;Unlimited
#Logging Interval[s];0.100
#Specified Logging Count;-----
#Specified Logging Time[s];-----
#Start Time;00:31:06
#Stop Time;00:31:42
#Actual Count;363         
URMS[V];IRMS[A];P[W];FPLL[Hz];URange[V];IRange[A];S[VA];Q[var];LAMBDA[];UTHD[%];Timestamp
237.92;0.751;0.0960E+03;49.988;300;20;0.1787E+03;0.1507E+03;0.537;1.74;00:31:06.000
237.95;0.754;0.0963E+03;49.988;300;20;0.1794E+03;0.1514E+03;0.537;1.73;00:31:06.100
237.95;0.749;0.0954E+03;49.989;300;20;0.1782E+03;0.1505E+03;0.535;1.72;00:31:06.200
237.95;0.735;0.0938E+03;49.988;300;20;0.1749E+03;0.1476E+03;0.536;1.71;00:31:06.300
237.95;0.757;0.0965E+03;49.990;300;20;0.1800E+03;0.1520E+03;0.536;1.71;00:31:06.400
237.95;0.752;0.0961E+03;49.991;300;20;0.1790E+03;0.1510E+03;0.537;1.71;00:31:06.500
237.89;0.752;0.0958E+03;49.993;300;20;0.1789E+03;0.1511E+03;0.535;1.71;00:31:06.600
237.95;0.748;0.0956E+03;49.994;300;20;0.1780E+03;0.1501E+03;0.537;1.72;00:31:06.700
237.92;0.753;0.0959E+03;49.995;300;20;0.1792E+03;0.1514E+03;0.535;1.70;00:31:06.800
237.92;0.755;0.0962E+03;49.995;300;20;0.1795E+03;0.1516E+03;0.536;1.71;00:31:06.900
237.95;0.750;0.0957E+03;49.996;300;20;0.1785E+03;0.1507E+03;0.536;1.71;00:31:07.000
237.98;0.752;0.0962E+03;49.996;300;20;0.1790E+03;0.1510E+03;0.537;1.70;00:31:07.100
237.98;0.747;0.0953E+03;49.996;300;20;0.1777E+03;0.1500E+03;0.536;1.69;00:31:07.200
237.97;0.752;0.0959E+03;49.995;300;20;0.1790E+03;0.1511E+03;0.536;1.71;00:31:07.300
237.97;0.741;0.0946E+03;49.993;300;20;0.1764E+03;0.1488E+03;0.536;1.72;00:31:07.400
237.99;0.757;0.0966E+03;49.993;300;20;0.1800E+03;0.1519E+03;0.537;1.72;00:31:07.500
237.95;0.741;0.0946E+03;49.993;300;20;0.1763E+03;0.1488E+03;0.536;1.71;00:31:07.600
238.01;0.754;0.0964E+03;49.994;300;20;0.1795E+03;0.1514E+03;0.537;1.71;00:31:07.700
238.02;0.751;0.0960E+03;49.993;300;20;0.1789E+03;0.1509E+03;0.537;1.71;00:31:07.800
237.98;0.751;0.0960E+03;49.993;300;20;0.1787E+03;0.1507E+03;0.537;1.69;00:31:07.900
