#Device;NPA101
#Device Name;NO NAME
#Format;LOG
#Date;2000-01-01
#Version;01.002-02.430-03.730
#Serial No.;000100329
#Mode;Unlimited
#Logging Interval[s];0.100
#Specified Logging Count;-----
#Specified Logging Time[s];-----
#Start Time;00:34:36
#Stop Time;00:35:23
#Actual Count;471         
URMS[V];IRMS[A];P[W];FPLL[Hz];URange[V];IRange[A];S[VA];Q[var];LAMBDA[];UTHD[%];Timestamp
238.01;0.743;0.0949E+03;50.043;300;20;0.1768E+03;0.1492E+03;0.537;1.77;00:34:36.000
238.04;0.756;0.0965E+03;50.044;300;20;0.1799E+03;0.1518E+03;0.537;1.78;00:34:36.100
238.01;0.738;0.0944E+03;50.044;300;20;0.1757E+03;0.1482E+03;0.537;1.77;00:34:36.200
238.01;0.751;0.0960E+03;50.043;300;20;0.1788E+03;0.1509E+03;0.537;1.75;00:34:36.300
237.99;0.749;0.0957E+03;50.043;300;20;0.1781E+03;0.1503E+03;0.537;1.74;00:34:36.400
238.04;0.747;0.0954E+03;50.044;300;20;0.1777E+03;0.1500E+03;0.537;1.75;00:34:36.500
238.04;0.739;0.0946E+03;50.044;300;20;0.1759E+03;0.1483E+03;0.538;1.74;00:34:36.600
238.01;0.748;0.0956E+03;50.045;300;20;0.1780E+03;0.1502E+03;0.537;1.75;00:34:36.700
238.04;0.762;0.0972E+03;50.044;300;20;0.1813E+03;0.1531E+03;0.536;1.74;00:34:36.800
238.02;0.748;0.0955E+03;50.045;300;20;0.1782E+03;0.1504E+03;0.536;1.75;00:34:36.900
238.03;0.753;0.0962E+03;50.045;300;20;0.1791E+03;0.1511E+03;0.537;1.75;00:34:37.000
238.02;0.744;0.0948E+03;50.044;300;20;0.1770E+03;0.1494E+03;0.536;1.73;00:34:37.100
238.04;0.753;0.0962E+03;50.045;300;20;0.1792E+03;0.1512E+03;0.537;1.74;00:34:37.200
238.00;0.748;0.0954E+03;50.046;300;20;0.1779E+03;0.1502E+03;0.536;1.73;00:34:37.300
238.04;0.752;0.0961E+03;50.046;300;20;0.1791E+03;0.1512E+03;0.537;1.75;00:34:37.400
238.03;0.744;0.0952E+03;50.044;300;20;0.1772E+03;0.1494E+03;0.537;1.76;00:34:37.500
238.04;0.750;0.0957E+03;50.044;300;20;0.1786E+03;0.1508E+03;0.536;1.76;00:34:37.600
238.02;0.745;0.0949E+03;50.045;300;20;0.1772E+03;0.1497E+03;0.535;1.76;00:34:37.700
238.05;0.747;0.0953E+03;50.047;300;20;0.1779E+03;0.1502E+03;0.536;1.75;00:34:37.800
238.05;0.753;0.0962E+03;50.050;300;20;0.1793E+03;0.1513E+03;0.537;1.74;00:34:37.900
238.06;0.754;0.0961E+03;50.049;300;20;0.1796E+03;0.1517E+03;0.535;1.72;00:34:38.000
238.03;0.742;0.0948E+03;50.050;300;20;0.1766E+03;0.1490E+03;0.537;1.72;00:34:38.100
238.02;0.750;0.0957E+03;50.050;300;20;0.1785E+03;0.1507E+03;0.536;1.71;00:34:38.200
238.02;0.754;0.0963E+03;50.049;300;20;0.1795E+03;0.1514E+03;0.537;1.72;00:34:38.300
238.00;0.741;0.0947E+03;50.050;300;20;0.1765E+03;0.1489E+03;0.536;1.75;00:34:38.400
238.04;0.754;0.0963E+03;50.051;300;20;0.1794E+03;0.1513E+03;0.537;1.73;00:34:38.500
238.04;0.749;0.0956E+03;50.051;300;20;0.1782E+03;0.1504E+03;0.537;1.71;00:34:38.600
238.06;0.751;0.0958E+03;50.051;300;20;0.1787E+03;0.1508E+03;0.536;1.71;00:34:38.700
238.04;0.749;0.0955E+03;50.051;300;20;0.1782E+03;0.1505E+03;0.536;1.72;00:34:38.800
238.06;0.750;0.0957E+03;50.048;300;20;0.1785E+03;0.1507E+03;0.536;1.73;00:34:38.900
238.05;0.750;0.0959E+03;50.048;300;20;0.1785E+03;0.1505E+03;0.537;1.73;00:34:39.000
238.07;0.754;0.0962E+03;50.047;300;20;0.1796E+03;0.1517E+03;0.535;1.71;00:34:39.100
238.04;0.749;0.0957E+03;50.046;300;20;0.1783E+03;0.1505E+03;0.536;1.72;00:34:39.200
238.00;0.740;0.0944E+03;50.046;300;20;0.1761E+03;0.1486E+03;0.536;1.73;00:34:39.300
238.08;0.760;0.0972E+03;50.047;300;20;0.1809E+03;0.1526E+03;0.537;1.75;00:34:39.400
238.11;0.752;0.0961E+03;50.046;300;20;0.1791E+03;0.1512E+03;0.537;1.75;00:34:39.500
238.10;0.755;0.0964E+03;50.046;300;20;0.1798E+03;0.1518E+03;0.536;1.72;00:34:39.600
238.08;0.753;0.0960E+03;50.045;300;20;0.1792E+03;0.1513E+03;0.536;1.73;00:34:39.700
238.09;0.754;0.0961E+03;50.044;300;20;0.1796E+03;0.1517E+03;0.535;1.72;00:34:39.800
238.09;0.737;0.0941E+03;50.044;300;20;0.1754E+03;0.1480E+03;0.537;1.75;00:34:39.900
238.07;0.751;0.0958E+03;50.045;300;20;0.1788E+03;0.1510E+03;0.536;1.73;00:34:40.000
238.11;0.748;0.0956E+03;50.045;300;20;0.1781E+03;0.1503E+03;0.537;1.71;00:34:40.100
238.04;1.063;0.1320E+03;50.044;300;20;0.2531E+03;0.2159E+03;0.522;1.74;00:34:40.200
237.93;1.504;0.1908E+03;50.044;300;20;0.3579E+03;0.3027E+03;0.533;1.79;00:34:40.300
238.04;0.815;0.1033E+03;50.044;300;20;0.1939E+03;0.1641E+03;0.533;1.72;00:34:40.400
238.10;0.747;0.0956E+03;50.046;300;20;0.1777E+03;0.1498E+03;0.538;1.72;00:34:40.500
238.09;0.753;0.0961E+03;50.045;300;20;0.1792E+03;0.1512E+03;0.537;1.73;00:34:40.600
238.09;0.751;0.0960E+03;50.044;300;20;0.1788E+03;0.1508E+03;0.537;1.73;00:34:40.700
238.09;0.751;0.0959E+03;50.044;300;20;0.1787E+03;0.1508E+03;0.536;1.72;00:34:40.800
238.08;0.742;0.0950E+03;50.044;300;20;0.1767E+03;0.1491E+03;0.537;1.72;00:34:40.900
238.06;0.748;0.0956E+03;50.044;300;20;0.1781E+03;0.1503E+03;0.537;1.72;00:34:41.000
238.04;0.751;0.0960E+03;50.043;300;20;0.1789E+03;0.1510E+03;0.536;1.70;00:34:41.100
238.05;0.746;0.0953E+03;50.044;300;20;0.1775E+03;0.1497E+03;0.537;1.71;00:34:41.200
238.04;0.749;0.0957E+03;50.044;300;20;0.1782E+03;0.1504E+03;0.537;1.70;00:34:41.300
238.05;0.753;0.0962E+03;50.045;300;20;0.1791E+03;0.1511E+03;0.537;1.71;00:34:41.400
238.12;0.755;0.0966E+03;50.043;300;20;0.1798E+03;0.1517E+03;0.537;1.70;00:34:41.500
238.04;1.051;0.1306E+03;50.044;300;20;0.2502E+03;0.2134E+03;0.522;1.74;00:34:41.600
237.97;1.343;0.1704E+03;50.045;300;20;0.3196E+03;0.2704E+03;0.533;1.77;00:34:41.700
238.04;1.189;0.1497E+03;50.045;300;20;0.2830E+03;0.2402E+03;0.529;1.75;00:34:41.800
238.15;0.740;0.0946E+03;50.045;300;20;0.1762E+03;0.1487E+03;0.537;1.72;00:34:41.900
238.16;0.741;0.0947E+03;50.046;300;20;0.1766E+03;0.1490E+03;0.536;1.72;00:34:42.000
238.14;0.748;0.0957E+03;50.047;300;20;0.1782E+03;0.1503E+03;0.537;1.72;00:34:42.100
238.14;0.752;0.0961E+03;50.047;300;20;0.1790E+03;0.1510E+03;0.537;1.71;00:34:42.200
238.15;0.749;0.0957E+03;50.047;300;20;0.1783E+03;0.1505E+03;0.537;1.72;00:34:42.300
238.11;0.755;0.0964E+03;50.046;300;20;0.1799E+03;0.1518E+03;0.536;1.72;00:34:42.400
238.14;0.750;0.0958E+03;50.046;300;20;0.1786E+03;0.1507E+03;0.537;1.71;00:34:42.500
238.15;0.756;0.0967E+03;50.047;300;20;0.1801E+03;0.1519E+03;0.537;1.73;00:34:42.600
238.13;0.743;0.0950E+03;50.047;300;20;0.1769E+03;0.1492E+03;0.537;1.73;00:34:42.700
238.16;0.751;0.0961E+03;50.047;300;20;0.1790E+03;0.1510E+03;0.537;1.75;00:34:42.800
238.16;0.747;0.0955E+03;50.048;300;20;0.1778E+03;0.1500E+03;0.537;1.73;00:34:42.900
238.14;0.827;0.1050E+03;50.046;300;20;0.1970E+03;0.1667E+03;0.533;1.71;00:34:43.000
238.03;1.447;0.1823E+03;50.046;300;20;0.3443E+03;0.2921E+03;0.529;1.77;00:34:43.100
238.04;1.426;0.1812E+03;50.047;300;20;0.3394E+03;0.2870E+03;0.534;1.74;00:34:43.200
238.13;0.852;0.1077E+03;50.047;300;20;0.2030E+03;0.1720E+03;0.531;1.73;00:34:43.300
238.17;0.717;0.0918E+03;50.047;300;20;0.1709E+03;0.1441E+03;0.537;1.71;00:34:43.400
238.17;0.749;0.0959E+03;50.049;300;20;0.1784E+03;0.1505E+03;0.537;1.74;00:34:43.500
238.20;0.752;0.0962E+03;50.049;300;20;0.1792E+03;0.1511E+03;0.537;1.70;00:34:43.600
238.15;0.745;0.0953E+03;50.048;300;20;0.1774E+03;0.1496E+03;0.537;1.72;00:34:43.700
238.12;0.745;0.0951E+03;50.049;300;20;0.1773E+03;0.1497E+03;0.536;1.71;00:34:43.800
238.13;0.752;0.0962E+03;50.049;300;20;0.1792E+03;0.1511E+03;0.537;1.71;00:34:43.900
238.14;0.747;0.0955E+03;50.049;300;20;0.1779E+03;0.1500E+03;0.537;1.72;00:34:44.000
238.09;0.754;0.0965E+03;50.049;300;20;0.1795E+03;0.1514E+03;0.537;1.71;00:34:44.100
238.16;0.751;0.0961E+03;50.048;300;20;0.1788E+03;0.1508E+03;0.537;1.71;00:34:44.200
238.16;0.747;0.0956E+03;50.049;300;20;0.1779E+03;0.1501E+03;0.537;1.71;00:34:44.300
238.16;0.751;0.0962E+03;50.049;300;20;0.1789E+03;0.1508E+03;0.538;1.71;00:34:44.400
238.12;0.902;0.1133E+03;50.047;300;20;0.2148E+03;0.1824E+03;0.528;1.72;00:34:44.500
238.03;1.430;0.1813E+03;50.046;300;20;0.3404E+03;0.2881E+03;0.533;1.76;00:34:44.600
238.05;1.272;0.1615E+03;50.045;300;20;0.3029E+03;0.2562E+03;0.533;1.76;00:34:44.700
238.05;1.245;0.1580E+03;50.045;300;20;0.2964E+03;0.2507E+03;0.533;1.76;00:34:44.800
