#Device;NPA101
#Device Name;NO NAME
#Format;LOG
#Date;2000-01-01
#Version;01.002-02.430-03.730
#Serial No.;000100329
#Mode;Unlimited
#Logging Interval[s];0.100
#Specified Logging Count;-----
#Specified Logging Time[s];-----
#Start Time;00:29:01
#Stop Time;00:29:38
#Actual Count;379         
URMS[V];IRMS[A];P[W];FPLL[Hz];URange[V];IRange[A];S[VA];Q[var];LAMBDA[];UTHD[%];Timestamp
237.70;0.742;0.0951E+03;49.936;300;20;0.1764E+03;0.1485E+03;0.539;1.80;00:29:01.000
237.71;0.741;0.0951E+03;49.936;300;20;0.1762E+03;0.1484E+03;0.539;1.80;00:29:01.100
237.69;0.746;0.0954E+03;49.935;300;20;0.1773E+03;0.1494E+03;0.538;1.80;00:29:01.200
237.70;0.747;0.0958E+03;49.936;300;20;0.1776E+03;0.1496E+03;0.539;1.80;00:29:01.300
237.69;0.744;0.0952E+03;49.936;300;20;0.1768E+03;0.1490E+03;0.538;1.81;00:29:01.400
237.69;0.739;0.0949E+03;49.936;300;20;0.1756E+03;0.1478E+03;0.540;1.82;00:29:01.500
237.70;0.746;0.0958E+03;49.935;300;20;0.1774E+03;0.1493E+03;0.540;1.81;00:29:01.600
237.72;0.739;0.0948E+03;49.934;300;20;0.1756E+03;0.1478E+03;0.540;1.82;00:29:01.700
237.70;0.749;0.0960E+03;49.934;300;20;0.1780E+03;0.1499E+03;0.539;1.81;00:29:01.800
237.73;0.748;0.0960E+03;49.935;300;20;0.1779E+03;0.1497E+03;0.540;1.79;00:29:01.900
237.71;0.735;0.0944E+03;49.935;300;20;0.1748E+03;0.1471E+03;0.540;1.80;00:29:02.000
237.74;0.748;0.0960E+03;49.936;300;20;0.1779E+03;0.1497E+03;0.540;1.82;00:29:02.100
237.74;0.740;0.0949E+03;49.937;300;20;0.1760E+03;0.1482E+03;0.539;1.80;00:29:02.200
237.73;0.747;0.0960E+03;49.938;300;20;0.1777E+03;0.1495E+03;0.540;1.79;00:29:02.300
237.72;0.736;0.0944E+03;49.938;300;20;0.1749E+03;0.1472E+03;0.540;1.77;00:29:02.400
237.68;0.745;0.0955E+03;49.940;300;20;0.1771E+03;0.1491E+03;0.539;1.78;00:29:02.500
237.67;0.737;0.0946E+03;49.942;300;20;0.1751E+03;0.1473E+03;0.540;1.77;00:29:02.600
237.69;0.743;0.0953E+03;49.942;300;20;0.1766E+03;0.1487E+03;0.540;1.79;00:29:02.700
237.64;0.747;0.0958E+03;49.942;300;20;0.1775E+03;0.1495E+03;0.539;1.77;00:29:02.800
237.70;0.754;0.0966E+03;49.942;300;20;0.1792E+03;0.1509E+03;0.539;1.80;00:29:02.900
237.70;0.741;0.0951E+03;49.942;300;20;0.1761E+03;0.1483E+03;0.540;1.75;00:29:03.000
237.71;0.749;0.0960E+03;49.942;300;20;0.1781E+03;0.1500E+03;0.539;1.78;00:29:03.100
237.66;0.750;0.0961E+03;49.943;300;20;0.1783E+03;0.1502E+03;0.539;1.73;00:29:03.200
237.68;0.752;0.0963E+03;49.943;300;20;0.1788E+03;0.1507E+03;0.538;1.77;00:29:03.300
237.69;0.747;0.0957E+03;49.943;300;20;0.1775E+03;0.1495E+03;0.539;1.77;00:29:03.400
237.73;0.744;0.0954E+03;49.943;300;20;0.1768E+03;0.1488E+03;0.540;1.75;00:29:03.500
237.66;0.740;0.0948E+03;49.943;300;20;0.1758E+03;0.1481E+03;0.539;1.76;00:29:03.600
237.69;0.745;0.0955E+03;49.942;300;20;0.1771E+03;0.1492E+03;0.539;1.78;00:29:03.700
237.66;0.746;0.0955E+03;49.944;300;20;0.1772E+03;0.1493E+03;0.539;1.76;00:29:03.800
237.67;0.734;0.0942E+03;49.944;300;20;0.1744E+03;0.1468E+03;0.540;1.79;00:29:03.900
237.67;0.745;0.0956E+03;49.944;300;20;0.1772E+03;0.1492E+03;0.540;1.78;00:29:04.000
237.66;0.737;0.0945E+03;49.943;300;20;0.1752E+03;0.1476E+03;0.539;1.82;00:29:04.100
237.67;0.746;0.0955E+03;49.944;300;20;0.1774E+03;0.1495E+03;0.539;1.77;00:29:04.200
237.67;0.740;0.0950E+03;49.944;300;20;0.1760E+03;0.1481E+03;0.540;1.80;00:29:04.300
237.68;0.745;0.0956E+03;49.945;300;20;0.1771E+03;0.1491E+03;0.540;1.80;00:29:04.400
237.65;0.739;0.0949E+03;49.944;300;20;0.1757E+03;0.1479E+03;0.540;1.80;00:29:04.500
237.66;0.785;0.1001E+03;49.945;300;20;0.1865E+03;0.1574E+03;0.537;1.78;00:29:04.600
237.37;2.438;0.3049E+03;49.947;300;20;0.5786E+03;0.4918E+03;0.527;1.93;00:29:04.700
237.29;2.681;0.3414E+03;49.947;300;20;0.6362E+03;0.5368E+03;0.537;1.81;00:29:04.800
237.70;0.615;0.0787E+03;49.946;300;20;0.1463E+03;0.1233E+03;0.538;1.77;00:29:04.900
237.72;0.728;0.0934E+03;49.947;300;20;0.1731E+03;0.1457E+03;0.540;1.78;00:29:05.000
237.71;0.747;0.0958E+03;49.948;300;20;0.1776E+03;0.1495E+03;0.539;1.78;00:29:05.100
237.68;0.747;0.0957E+03;49.948;300;20;0.1776E+03;0.1495E+03;0.539;1.77;00:29:05.200
237.72;0.761;0.0975E+03;49.949;300;20;0.1808E+03;0.1523E+03;0.539;1.79;00:29:05.300
237.76;0.744;0.0955E+03;49.948;300;20;0.1768E+03;0.1488E+03;0.540;1.79;00:29:05.400
237.72;0.750;0.0960E+03;49.949;300;20;0.1782E+03;0.1501E+03;0.539;1.77;00:29:05.500
237.74;0.750;0.0962E+03;49.948;300;20;0.1782E+03;0.1500E+03;0.540;1.77;00:29:05.600
237.72;0.746;0.0955E+03;49.947;300;20;0.1774E+03;0.1494E+03;0.539;1.77;00:29:05.700
237.74;0.745;0.0955E+03;49.946;300;20;0.1770E+03;0.1490E+03;0.540;1.78;00:29:05.800
237.73;0.744;0.0955E+03;49.947;300;20;0.1769E+03;0.1489E+03;0.540;1.79;00:29:05.900
237.74;0.755;0.0968E+03;49.947;300;20;0.1795E+03;0.1512E+03;0.539;1.80;00:29:06.000
237.46;2.362;0.2974E+03;49.946;300;20;0.5610E+03;0.4757E+03;0.530;1.94;00:29:06.100
237.77;0.602;0.0772E+03;49.945;300;20;0.1432E+03;0.1206E+03;0.539;1.79;00:29:06.200
237.75;0.591;0.0756E+03;49.946;300;20;0.1406E+03;0.1186E+03;0.538;1.79;00:29:06.300
237.78;0.598;0.0766E+03;49.945;300;20;0.1422E+03;0.1198E+03;0.538;1.79;00:29:06.400
237.75;0.747;0.0957E+03;49.946;300;20;0.1775E+03;0.1495E+03;0.539;1.78;00:29:06.500
237.78;0.751;0.0962E+03;49.946;300;20;0.1786E+03;0.1505E+03;0.539;1.80;00:29:06.600
237.72;0.736;0.0944E+03;49.946;300;20;0.1750E+03;0.1474E+03;0.539;1.78;00:29:06.700
237.78;0.751;0.0963E+03;49.947;300;20;0.1785E+03;0.1504E+03;0.539;1.80;00:29:06.800
237.73;0.742;0.0949E+03;49.948;300;20;0.1763E+03;0.1485E+03;0.538;1.78;00:29:06.900
237.77;0.756;0.0967E+03;49.947;300;20;0.1798E+03;0.1516E+03;0.538;1.81;00:29:07.000
237.73;0.754;0.0965E+03;49.948;300;20;0.1792E+03;0.1510E+03;0.538;1.78;00:29:07.100
237.75;0.748;0.0957E+03;49.948;300;20;0.1777E+03;0.1498E+03;0.538;1.79;00:29:07.200
237.32;3.215;0.4334E+03;49.947;300;20;0.7629E+03;0.6279E+03;0.568;2.00;00:29:07.300
237.75;1.383;0.1470E+03;49.949;300;20;0.3289E+03;0.2942E+03;0.447;1.80;00:29:07.400
237.80;0.596;0.0760E+03;49.946;300;20;0.1416E+03;0.1195E+03;0.537;1.76;00:29:07.500
237.83;0.591;0.0757E+03;49.945;300;20;0.1406E+03;0.1185E+03;0.538;1.81;00:29:07.600
237.78;0.745;0.0954E+03;49.947;300;20;0.1771E+03;0.1492E+03;0.539;1.77;00:29:07.700
237.79;0.744;0.0953E+03;49.946;300;20;0.1770E+03;0.1492E+03;0.539;1.80;00:29:07.800
237.79;0.745;0.0955E+03;49.947;300;20;0.1771E+03;0.1492E+03;0.539;1.78;00:29:07.900
237.80;0.745;0.0957E+03;49.946;300;20;0.1773E+03;0.1492E+03;0.540;1.80;00:29:08.000
237.80;0.754;0.0965E+03;49.946;300;20;0.1793E+03;0.1511E+03;0.538;1.78;00:29:08.100
237.77;0.742;0.0949E+03;49.947;300;20;0.1765E+03;0.1488E+03;0.538;1.80;00:29:08.200
237.77;0.752;0.0962E+03;49.949;300;20;0.1789E+03;0.1509E+03;0.537;1.77;00:29:08.300
237.86;0.755;0.0966E+03;49.950;300;20;0.1797E+03;0.1515E+03;0.538;1.78;00:29:08.400
237.57;2.618;0.3033E+03;49.953;300;20;0.6219E+03;0.5430E+03;0.488;1.77;00:29:08.500
237.51;2.465;0.3248E+03;49.954;300;20;0.5855E+03;0.4871E+03;0.555;1.93;00:29:08.600
237.77;1.245;0.1381E+03;49.954;300;20;0.2961E+03;0.2619E+03;0.466;1.77;00:29:08.700
237.88;0.595;0.0760E+03;49.956;300;20;0.1414E+03;0.1193E+03;0.537;1.78;00:29:08.800
237.85;0.692;0.0886E+03;49.956;300;20;0.1645E+03;0.1386E+03;0.538;1.74;00:29:08.900
237.84;0.752;0.0963E+03;49.960;300;20;0.1787E+03;0.1506E+03;0.539;1.78;00:29:09.000
237.81;0.740;0.0948E+03;49.960;300;20;0.1760E+03;0.1483E+03;0.539;1.77;00:29:09.100
237.80;0.747;0.0955E+03;49.960;300;20;0.1776E+03;0.1498E+03;0.538;1.76;00:29:09.200
237.81;0.747;0.0956E+03;49.958;300;20;0.1776E+03;0.1496E+03;0.538;1.77;00:29:09.300
237.80;0.746;0.0954E+03;49.957;300;20;0.1774E+03;0.1496E+03;0.537;1.77;00:29:09.400
237.81;0.745;0.0954E+03;49.957;300;20;0.1772E+03;0.1493E+03;0.539;1.76;00:29:09.500
237.77;0.743;0.0950E+03;49.958;300;20;0.1766E+03;0.1489E+03;0.538;1.74;00:29:09.600
237.80;0.772;0.0982E+03;49.957;300;20;0.1836E+03;0.1551E+03;0.535;1.77;00:29:09.700
237.31;3.102;0.4085E+03;49.957;300;20;0.7361E+03;0.6123E+03;0.555;1.99;00:29:09.800
237.53;2.089;0.2669E+03;49.957;300;20;0.4962E+03;0.4183E+03;0.538;1.87;00:29:09.900
237.78;0.604;0.0776E+03;49.954;300;20;0.1436E+03;0.1208E+03;0.541;1.77;00:29:10.000
237.83;0.620;0.0793E+03;49.955;300;20;0.1475E+03;0.1243E+03;0.538;1.77;00:29:10.100
237.65;0.709;0.0908E+03;49.955;300;20;0.1686E+03;0.1420E+03;0.539;1.77;00:29:10.200
237.81;0.767;0.0985E+03;49.955;300;20;0.1824E+03;0.1536E+03;0.540;1.81;00:29:10.300
237.81;0.731;0.0939E+03;49.955;300;20;0.1738E+03;0.1462E+03;0.540;1.81;00:29:10.400
237.82;0.746;0.0959E+03;49.955;300;20;0.1775E+03;0.1494E+03;0.540;1.82;00:29:10.500
237.79;0.741;0.0951E+03;49.956;300;20;0.1761E+03;0.1483E+03;0.540;1.80;00:29:10.600
237.84;0.752;0.0965E+03;49.956;300;20;0.1789E+03;0.1507E+03;0.539;1.82;00:29:10.700
237.80;0.744;0.0955E+03;49.955;300;20;0.1769E+03;0.1488E+03;0.540;1.80;00:29:10.800
237.80;0.747;0.0958E+03;49.956;300;20;0.1777E+03;0.1496E+03;0.539;1.81;00:29:10.900
237.81;0.766;0.0979E+03;49.955;300;20;0.1821E+03;0.1535E+03;0.538;1.79;00:29:11.000
237.47;2.632;0.3442E+03;49.954;300;20;0.6251E+03;0.5218E+03;0.551;1.96;00:29:11.100
237.58;1.972;0.2562E+03;49.955;300;20;0.4685E+03;0.3922E+03;0.547;1.87;00:29:11.200
237.85;0.592;0.0758E+03;49.954;300;20;0.1408E+03;0.1186E+03;0.539;1.81;00:29:11.300
237.79;0.672;0.0859E+03;49.954;300;20;0.1597E+03;0.1346E+03;0.538;1.79;00:29:11.400
237.81;0.738;0.0949E+03;49.953;300;20;0.1756E+03;0.1477E+03;0.541;1.82;00:29:11.500
237.77;0.742;0.0953E+03;49.953;300;20;0.1765E+03;0.1485E+03;0.540;1.79;00:29:11.600
237.80;0.746;0.0957E+03;49.953;300;20;0.1774E+03;0.1494E+03;0.539;1.81;00:29:11.700
237.75;0.742;0.0952E+03;49.951;300;20;0.1764E+03;0.1485E+03;0.540;1.78;00:29:11.800
237.78;0.741;0.0953E+03;49.951;300;20;0.1763E+03;0.1483E+03;0.540;1.81;00:29:11.900
237.74;0.744;0.0954E+03;49.952;300;20;0.1768E+03;0.1488E+03;0.540;1.79;00:29:12.000
237.77;0.738;0.0948E+03;49.951;300;20;0.1755E+03;0.1477E+03;0.540;1.82;00:29:12.100
237.76;0.745;0.0955E+03;49.951;300;20;0.1771E+03;0.1491E+03;0.540;1.79;00:29:12.200
237.78;1.080;0.1257E+03;49.950;300;20;0.2569E+03;0.2240E+03;0.489;1.83;00:29:12.300
237.45;2.698;0.3559E+03;49.949;300;20;0.6407E+03;0.5328E+03;0.555;1.90;00:29:12.400
237.87;0.610;0.0788E+03;49.948;300;20;0.1452E+03;0.1219E+03;0.543;1.81;00:29:12.500
237.83;0.597;0.0766E+03;49.947;300;20;0.1420E+03;0.1196E+03;0.539;1.80;00:29:12.600
237.84;0.715;0.0917E+03;49.946;300;20;0.1701E+03;0.1432E+03;0.539;1.82;00:29:12.700
237.80;0.739;0.0949E+03;49.947;300;20;0.1757E+03;0.1478E+03;0.540;1.81;00:29:12.800
237.77;0.745;0.0957E+03;49.946;300;20;0.1772E+03;0.1492E+03;0.540;1.82;00:29:12.900
237.80;0.740;0.0951E+03;49.944;300;20;0.1761E+03;0.1481E+03;0.540;1.81;00:29:13.000
237.79;0.748;0.0957E+03;49.944;300;20;0.1778E+03;0.1498E+03;0.538;1.82;00:29:13.100
237.78;0.746;0.0957E+03;49.944;300;20;0.1774E+03;0.1494E+03;0.539;1.80;00:29:13.200
237.77;0.745;0.0955E+03;49.945;300;20;0.1772E+03;0.1492E+03;0.539;1.80;00:29:13.300
237.83;0.739;0.0949E+03;49.945;300;20;0.1757E+03;0.1478E+03;0.540;1.80;00:29:13.400
237.79;0.741;0.0951E+03;49.946;300;20;0.1761E+03;0.1483E+03;0.540;1.80;00:29:13.500
237.79;0.769;0.0985E+03;49.947;300;20;0.1828E+03;0.1539E+03;0.539;1.78;00:29:13.600
237.52;2.295;0.2976E+03;49.948;300;20;0.5452E+03;0.4568E+03;0.546;1.89;00:29:13.700
237.75;1.275;0.1495E+03;49.948;300;20;0.3031E+03;0.2637E+03;0.493;1.87;00:29:13.800
237.85;0.605;0.0776E+03;49.948;300;20;0.1439E+03;0.1212E+03;0.539;1.80;00:29:13.900
237.82;0.727;0.0933E+03;49.949;300;20;0.1730E+03;0.1457E+03;0.539;1.79;00:29:14.000
237.82;0.738;0.0949E+03;49.949;300;20;0.1755E+03;0.1477E+03;0.541;1.81;00:29:14.100
237.81;0.753;0.0966E+03;49.949;300;20;0.1790E+03;0.1507E+03;0.539;1.82;00:29:14.200
237.80;0.740;0.0950E+03;49.949;300;20;0.1760E+03;0.1482E+03;0.540;1.81;00:29:14.300
237.81;0.746;0.0958E+03;49.948;300;20;0.1775E+03;0.1495E+03;0.539;1.80;00:29:14.400
237.84;0.753;0.0966E+03;49.948;300;20;0.1790E+03;0.1507E+03;0.540;1.80;00:29:14.500
237.84;0.748;0.0959E+03;49.947;300;20;0.1780E+03;0.1499E+03;0.539;1.82;00:29:14.600
237.85;0.742;0.0952E+03;49.946;300;20;0.1765E+03;0.1486E+03;0.539;1.81;00:29:14.700
237.80;0.741;0.0950E+03;49.946;300;20;0.1763E+03;0.1485E+03;0.539;1.83;00:29:14.800
237.81;0.752;0.0965E+03;49.945;300;20;0.1787E+03;0.1505E+03;0.540;1.82;00:29:14.900
237.57;1.926;0.2500E+03;49.944;300;20;0.4575E+03;0.3831E+03;0.547;1.91;00:29:15.000
237.73;1.406;0.1662E+03;49.945;300;20;0.3343E+03;0.2901E+03;0.497;1.90;00:29:15.100
237.84;0.604;0.0775E+03;49.945;300;20;0.1438E+03;0.1211E+03;0.539;1.80;00:29:15.200
237.80;0.726;0.0931E+03;49.945;300;20;0.1728E+03;0.1455E+03;0.539;1.83;00:29:15.300
237.85;0.743;0.0955E+03;49.946;300;20;0.1768E+03;0.1489E+03;0.540;1.82;00:29:15.400
237.87;0.745;0.0955E+03;49.946;300;20;0.1771E+03;0.1492E+03;0.539;1.83;00:29:15.500
237.83;0.738;0.0950E+03;49.946;300;20;0.1756E+03;0.1477E+03;0.541;1.81;00:29:15.600
