#Device;NPA101
#Device Name;NO NAME
#Format;LOG
#Date;2000-01-01
#Version;01.002-02.430-03.730
#Serial No.;000100329
#Mode;Unlimited
#Logging Interval[s];0.100
#Specified Logging Count;-----
#Specified Logging Time[s];-----
#Start Time;00:24:00
#Stop Time;00:24:48
#Actual Count;488         
URMS[V];IRMS[A];P[W];FPLL[Hz];URange[V];IRange[A];S[VA];Q[var];LAMBDA[];UTHD[%];Timestamp
237.84;0.750;0.0955E+03;49.899;300;20;0.1783E+03;0.1505E+03;0.536;1.75;00:24:00.000
237.85;0.753;0.0960E+03;49.898;300;20;0.1791E+03;0.1512E+03;0.536;1.75;00:24:00.100
237.84;0.751;0.0954E+03;49.899;300;20;0.1785E+03;0.1509E+03;0.534;1.75;00:24:00.200
237.82;0.758;0.0964E+03;49.899;300;20;0.1803E+03;0.1524E+03;0.535;1.76;00:24:00.300
237.85;0.757;0.0962E+03;49.900;300;20;0.1800E+03;0.1522E+03;0.534;1.78;00:24:00.400
237.83;0.753;20;49.900;300;20;0.1791E+03;0.1513E+03;0.535;1.77;00:24:00.500
237.81;0.752;0.0958E+03;49.899;300;20;0.1788E+03;0.1510E+03;0.536;1.76;00:24:00.600
237.84;0.751;0.0957E+03;49.899;300;20;0.1787E+03;0.1509E+03;0.536;1.76;00:24:00.700
237.86;0.750;0.0957E+03;49.899;300;20;0.1784E+03;0.1506E+03;0.536;1.76;00:24:00.800
237.84;0.760;0.0967E+03;49.899;300;20;0.1807E+03;0.1526E+03;0.535;1.76;00:24:00.900
237.84;0.746;0.0951E+03;49.899;300;20;0.1775E+03;0.1499E+03;0.536;1.77;00:24:01.000
237.84;0.754;0.0960E+03;49.901;300;20;0.1794E+03;0.1515E+03;0.535;1.75;00:24:01.100
237.82;0.749;0.0956E+03;49.902;300;20;0.1781E+03;0.1502E+03;0.537;1.76;00:24:01.200
237.83;0.758;0.0966E+03;49.902;300;20;0.1802E+03;0.1521E+03;0.536;1.77;00:24:01.300
237.84;0.754;0.0961E+03;49.902;300;20;0.1793E+03;0.1514E+03;0.536;1.77;00:24:01.400
237.86;0.756;0.0963E+03;49.902;300;20;0.1798E+03;0.1518E+03;0.535;1.77;00:24:01.500
237.89;0.750;0.0958E+03;49.902;300;20;0.1785E+03;0.1506E+03;0.537;1.77;00:24:01.600
237.87;0.748;0.0954E+03;49.902;300;20;0.1780E+03;0.1502E+03;0.536;1.75;00:24:01.700
237.85;0.753;0.0963E+03;49.901;300;20;0.1792E+03;0.1511E+03;0.537;1.76;00:24:01.800
237.87;0.747;0.0955E+03;49.900;300;20;0.1777E+03;0.1499E+03;0.537;1.76;00:24:01.900
237.87;0.758;0.0966E+03;49.900;300;20;0.1803E+03;0.1522E+03;0.536;1.75;00:24:02.000
237.86;0.743;0.0947E+03;49.900;300;20;0.1766E+03;0.1491E+03;0.536;1.76;00:24:02.100
237.84;0.756;0.0964E+03;49.900;300;20;0.1798E+03;0.1518E+03;0.536;1.77;00:24:02.200
237.86;0.748;0.0955E+03;49.898;300;20;0.1779E+03;0.1501E+03;0.537;1.76;00:24:02.300
237.89;0.801;0.1015E+03;49.898;300;20;0.1905E+03;0.1612E+03;0.533;1.79;00:24:02.400
237.42;3.118;0.4203E+03;49.897;300;20;0.7403E+03;0.6094E+03;0.568;1.94;00:24:02.500
237.85;1.054;0.1227E+03;49.897;300;20;0.2508E+03;0.2187E+03;0.489;1.77;00:24:02.600
237.96;0.598;0.0761E+03;49.897;300;20;0.1423E+03;0.1202E+03;0.535;1.77;00:24:02.700
237.93;0.640;0.0812E+03;49.897;300;20;0.1522E+03;0.1287E+03;0.534;1.78;00:24:02.800
237.91;0.751;0.0958E+03;49.897;300;20;0.1788E+03;0.1509E+03;0.536;1.77;00:24:02.900
237.89;0.750;0.0955E+03;49.897;300;20;0.1784E+03;0.1507E+03;0.535;1.75;00:24:03.000
237.91;0.755;0.0963E+03;49.895;300;20;0.1797E+03;0.1517E+03;0.536;1.76;00:24:03.100
237.90;0.742;0.0947E+03;49.896;300;20;0.1766E+03;0.1490E+03;0.537;1.77;00:24:03.200
237.91;0.767;0.0978E+03;49.897;300;20;0.1825E+03;0.1540E+03;0.536;1.77;00:24:03.300
237.93;0.750;0.0955E+03;49.897;300;20;0.1784E+03;0.1506E+03;0.536;1.76;00:24:03.400
237.91;0.748;0.0952E+03;49.898;300;20;0.1779E+03;0.1503E+03;0.535;1.74;00:24:03.500
237.92;0.760;0.0967E+03;49.898;300;20;0.1808E+03;0.1527E+03;0.535;1.77;00:24:03.600
237.89;0.754;0.0960E+03;49.898;300;20;0.1793E+03;0.1514E+03;0.536;1.78;00:24:03.700
237.80;1.490;0.1760E+03;49.898;300;20;0.3543E+03;0.3074E+03;0.497;1.79;00:24:03.800
237.27;4.073;0.5575E+03;49.899;300;20;0.9664E+03;0.7894E+03;0.577;2.03;00:24:03.900
237.24;3.827;0.5236E+03;49.898;300;20;0.9079E+03;0.7418E+03;0.577;1.92;00:24:04.000
237.92;0.598;0.0760E+03;49.899;300;20;0.1424E+03;0.1204E+03;0.534;1.76;00:24:04.100
237.90;0.597;0.0762E+03;49.899;300;20;0.1420E+03;0.1199E+03;0.536;1.77;00:24:04.200
237.91;0.594;0.0757E+03;49.899;300;20;0.1412E+03;0.1193E+03;0.536;1.77;00:24:04.300
237.93;0.596;0.0759E+03;49.899;300;20;0.1417E+03;0.1197E+03;0.536;1.77;00:24:04.400
237.90;0.746;0.0951E+03;49.900;300;20;0.1775E+03;0.1499E+03;0.536;1.76;00:24:04.500
237.87;0.750;0.0955E+03;49.900;300;20;0.1783E+03;0.1506E+03;0.535;1.77;00:24:04.600
237.89;0.750;0.0956E+03;49.900;300;20;0.1784E+03;0.1506E+03;0.536;1.79;00:24:04.700
237.89;0.757;0.0965E+03;49.900;300;20;0.1800E+03;0.1520E+03;0.536;1.79;00:24:04.800
237.89;0.747;0.0953E+03;49.900;300;20;0.1777E+03;0.1500E+03;0.536;1.78;00:24:04.900
237.86;0.756;0.0964E+03;49.901;300;20;0.1799E+03;0.1519E+03;0.536;1.77;00:24:05.000
237.87;0.760;0.0969E+03;49.902;300;20;0.1807E+03;0.1526E+03;0.536;1.78;00:24:05.100
237.89;0.752;0.0959E+03;49.902;300;20;0.1790E+03;0.1511E+03;0.536;1.78;00:24:05.200
237.46;3.051;0.3963E+03;49.901;300;20;0.7246E+03;0.6066E+03;0.547;1.86;00:24:05.300
237.12;4.362;0.6082E+03;49.900;300;20;1.0343E+03;0.8366E+03;0.588;2.04;00:24:05.400
237.53;2.520;0.3191E+03;49.900;300;20;0.5986E+03;0.5065E+03;0.533;1.89;00:24:05.500
237.92;0.611;0.0782E+03;49.900;300;20;0.1453E+03;0.1225E+03;0.538;1.77;00:24:05.600
237.94;0.595;0.0760E+03;49.899;300;20;0.1416E+03;0.1195E+03;0.536;1.76;00:24:05.700
237.91;0.594;0.0758E+03;49.899;300;20;0.1412E+03;0.1192E+03;0.536;1.77;00:24:05.800
237.94;0.604;0.0769E+03;49.900;300;20;0.1436E+03;0.1213E+03;0.535;1.75;00:24:05.900
237.90;0.707;0.0901E+03;49.900;300;20;0.1683E+03;0.1421E+03;0.535;1.78;00:24:06.000
237.92;0.748;0.0954E+03;49.899;300;20;0.1780E+03;0.1503E+03;0.536;1.78;00:24:06.100
237.92;0.739;0.0944E+03;49.900;300;20;0.1758E+03;0.1484E+03;0.537;1.78;00:24:06.200
237.88;0.749;0.0956E+03;49.900;300;20;0.1783E+03;0.1505E+03;0.536;1.80;00:24:06.300
237.94;0.759;0.0969E+03;49.901;300;20;0.1805E+03;0.1523E+03;0.537;1.79;00:24:06.400
237.90;0.758;0.0968E+03;49.901;300;20;0.1803E+03;0.1522E+03;0.537;1.78;00:24:06.500
237.93;0.751;0.0958E+03;49.900;300;20;0.1786E+03;0.1507E+03;0.536;1.76;00:24:06.600
237.95;0.750;0.0957E+03;49.901;300;20;0.1785E+03;0.1507E+03;0.536;1.76;00:24:06.700
237.87;1.127;0.1357E+03;49.902;300;20;0.2680E+03;0.2311E+03;0.506;1.83;00:24:06.800
237.40;3.486;0.4725E+03;49.901;300;20;0.8275E+03;0.6793E+03;0.571;2.01;00:24:06.900
237.64;2.423;0.3155E+03;49.901;300;20;0.5757E+03;0.4816E+03;0.548;1.91;00:24:07.000
237.95;0.675;0.0852E+03;49.902;300;20;0.1605E+03;0.1360E+03;0.531;1.76;00:24:07.100
237.95;0.596;0.0758E+03;49.903;300;20;0.1417E+03;0.1197E+03;0.535;1.77;00:24:07.200
237.94;0.594;0.0758E+03;49.903;300;20;0.1414E+03;0.1194E+03;0.536;1.78;00:24:07.300
237.93;0.680;0.0865E+03;49.903;300;20;0.1618E+03;0.1367E+03;0.535;1.77;00:24:07.400
237.93;0.751;0.0959E+03;49.903;300;20;0.1786E+03;0.1507E+03;0.537;1.78;00:24:07.500
237.92;0.747;0.0954E+03;49.904;300;20;0.1778E+03;0.1501E+03;0.537;1.79;00:24:07.600
237.86;0.749;0.0957E+03;49.904;300;20;0.1782E+03;0.1503E+03;0.537;1.78;00:24:07.700
237.90;0.758;0.0967E+03;49.903;300;20;0.1804E+03;0.1522E+03;0.536;1.77;00:24:07.800
