#Device;NPA101
#Device Name;NO NAME
#Format;LOG
#Date;2000-01-01
#Version;01.002-02.430-03.730
#Serial No.;000100329
#Mode;Unlimited
#Logging Interval[s];0.100
#Specified Logging Count;-----
#Specified Logging Time[s];-----
#Start Time;00:29:44
#Stop Time;00:30:20
#Actual Count;369         
URMS[V];IRMS[A];P[W];FPLL[Hz];URange[V];IRange[A];S[VA];Q[var];LAMBDA[];UTHD[%];Timestamp
237.87;0.743;0.0949E+03;49.977;300;20;0.1767E+03;0.1490E+03;0.537;1.80;00:29:44.000
237.88;0.749;0.0958E+03;49.980;300;20;0.1782E+03;0.1503E+03;0.537;1.77;00:29:44.100
237.83;0.741;0.0948E+03;49.980;300;20;0.1763E+03;0.1486E+03;0.538;1.78;00:29:44.200
237.85;0.757;0.0969E+03;49.980;300;20;0.1801E+03;0.1518E+03;0.538;1.78;00:29:44.300
237.87;0.744;0.0952E+03;49.980;300;20;0.1771E+03;0.1493E+03;0.537;1.79;00:29:44.400
237.88;0.752;0.0961E+03;49.980;300;20;0.1788E+03;0.1508E+03;0.537;1.78;00:29:44.500
237.86;0.749;0.0958E+03;49.982;300;20;0.1783E+03;0.1503E+03;0.537;1.78;00:29:44.600
237.87;0.756;0.0966E+03;49.983;300;20;0.1799E+03;0.1517E+03;0.537;1.78;00:29:44.700
237.87;0.747;0.0956E+03;49.983;300;20;0.1777E+03;0.1498E+03;0.538;1.78;00:29:44.800
237.88;0.744;0.0953E+03;49.982;300;20;0.1770E+03;0.1492E+03;0.538;1.79;00:29:44.900
237.88;0.747;0.0957E+03;49.984;300;20;0.1778E+03;0.1499E+03;0.538;1.79;00:29:45.000
237.86;0.751;0.0961E+03;49.982;300;20;0.1787E+03;0.1506E+03;0.538;1.77;00:29:45.100
237.82;0.745;0.0952E+03;49.982;300;20;0.1772E+03;0.1495E+03;0.537;1.79;00:29:45.200
237.80;0.743;0.0950E+03;49.982;300;20;0.1766E+03;0.1489E+03;0.538;1.78;00:29:45.300
237.85;0.751;0.0960E+03;49.982;300;20;0.1787E+03;0.1507E+03;0.537;1.79;00:29:45.400
237.89;0.746;0.0955E+03;49.981;300;20;0.1775E+03;0.1496E+03;0.538;1.76;00:29:45.500
237.87;0.748;0.0958E+03;49.980;300;20;0.1780E+03;0.1500E+03;0.538;1.78;00:29:45.600
237.87;0.736;0.0944E+03;49.979;300;20;0.1751E+03;0.1475E+03;0.539;1.77;00:29:45.700
237.86;0.747;0.0956E+03;49.980;300;20;0.1776E+03;0.1497E+03;0.538;1.79;00:29:45.800
237.83;0.737;0.0943E+03;49.979;300;20;0.1752E+03;0.1477E+03;0.538;1.79;00:29:45.900
237.84;0.753;0.0964E+03;49.977;300;20;0.1792E+03;0.1510E+03;0.538;1.79;00:29:46.000
237.87;0.752;0.0964E+03;49.977;300;20;0.1790E+03;0.1508E+03;0.538;1.80;00:29:46.100
237.85;0.741;0.0948E+03;49.976;300;20;0.1764E+03;0.1487E+03;0.538;1.79;00:29:46.200
237.86;0.751;0.0963E+03;49.977;300;20;0.1785E+03;0.1503E+03;0.539;1.78;00:29:46.300
237.86;0.746;0.0954E+03;49.976;300;20;0.1774E+03;0.1496E+03;0.538;1.77;00:29:46.400
237.86;0.752;0.0961E+03;49.976;300;20;0.1789E+03;0.1508E+03;0.537;1.78;00:29:46.500
237.84;0.739;0.0945E+03;49.974;300;20;0.1757E+03;0.1481E+03;0.538;1.79;00:29:46.600
237.84;0.747;0.0957E+03;49.973;300;20;0.1777E+03;0.1498E+03;0.538;1.79;00:29:46.700
237.80;0.740;0.0948E+03;49.973;300;20;0.1760E+03;0.1483E+03;0.538;1.79;00:29:46.800
237.80;0.744;0.0951E+03;49.973;300;20;0.1768E+03;0.1491E+03;0.538;1.78;00:29:46.900
237.82;0.749;0.0961E+03;49.974;300;20;0.1781E+03;0.1500E+03;0.539;1.79;00:29:47.000
237.85;0.759;0.0971E+03;49.974;300;20;0.1806E+03;0.1523E+03;0.538;1.78;00:29:47.100
237.86;0.740;0.0949E+03;49.975;300;20;0.1759E+03;0.1481E+03;0.539;1.78;00:29:47.200
237.86;0.751;0.0962E+03;49.973;300;20;0.1786E+03;0.1504E+03;0.539;1.80;00:29:47.300
237.90;0.757;0.0971E+03;49.974;300;20;0.1802E+03;0.1518E+03;0.539;1.79;00:29:47.400
237.89;0.750;0.0959E+03;49.972;300;20;0.1785E+03;0.1505E+03;0.537;1.79;00:29:47.500
237.91;0.747;0.0958E+03;49.973;300;20;0.1778E+03;0.1497E+03;0.539;1.79;00:29:47.600
237.92;0.749;0.0960E+03;49.973;300;20;0.1783E+03;0.1503E+03;0.538;1.78;00:29:47.700
237.90;0.745;0.0954E+03;49.973;300;20;0.1772E+03;0.1493E+03;0.539;1.80;00:29:47.800
238.00;0.746;0.0956E+03;49.972;300;20;0.1777E+03;0.1497E+03;0.538;1.78;00:29:47.900
237.99;0.752;0.0965E+03;49.971;300;20;0.1790E+03;0.1508E+03;0.539;1.80;00:29:48.000
238.00;0.742;0.0951E+03;49.970;300;20;0.1767E+03;0.1488E+03;0.539;1.79;00:29:48.100
238.00;0.745;0.0953E+03;49.970;300;20;0.1772E+03;0.1494E+03;0.538;1.78;00:29:48.200
238.04;0.747;0.0960E+03;49.970;300;20;0.1779E+03;0.1498E+03;0.539;1.80;00:29:48.300
238.04;0.747;0.0958E+03;49.969;300;20;0.1779E+03;0.1499E+03;0.538;1.78;00:29:48.400
237.77;2.621;0.2867E+03;49.970;300;20;0.6233E+03;0.5535E+03;0.460;1.91;00:29:48.500
237.60;2.956;0.3949E+03;49.971;300;20;0.7025E+03;0.5810E+03;0.562;1.90;00:29:48.600
238.06;0.592;0.0758E+03;49.970;300;20;0.1410E+03;0.1189E+03;0.538;1.78;00:29:48.700
238.03;0.592;0.0757E+03;49.969;300;20;0.1410E+03;0.1189E+03;0.537;1.77;00:29:48.800
238.02;0.635;0.0810E+03;49.968;300;20;0.1511E+03;0.1275E+03;0.536;1.80;00:29:48.900
238.01;0.725;0.0930E+03;49.967;300;20;0.1726E+03;0.1454E+03;0.539;1.78;00:29:49.000
238.03;0.752;0.0962E+03;49.967;300;20;0.1789E+03;0.1508E+03;0.538;1.80;00:29:49.100
238.01;0.741;0.0950E+03;49.968;300;20;0.1765E+03;0.1487E+03;0.538;1.78;00:29:49.200
238.00;0.747;0.0957E+03;49.967;300;20;0.1779E+03;0.1500E+03;0.538;1.78;00:29:49.300
238.02;0.745;0.0956E+03;49.967;300;20;0.1774E+03;0.1494E+03;0.539;1.78;00:29:49.400
238.02;0.755;0.0965E+03;49.966;300;20;0.1797E+03;0.1515E+03;0.537;1.78;00:29:49.500
238.04;0.740;0.0951E+03;49.965;300;20;0.1762E+03;0.1484E+03;0.539;1.77;00:29:49.600
238.02;0.812;0.1023E+03;49.965;300;20;0.1932E+03;0.1639E+03;0.529;1.77;00:29:49.700
237.46;3.586;0.4836E+03;49.966;300;20;0.8515E+03;0.7008E+03;0.568;1.92;00:29:49.800
238.01;0.595;0.0762E+03;49.966;300;20;0.1417E+03;0.1195E+03;0.538;1.77;00:29:49.900
238.05;0.591;0.0759E+03;49.968;300;20;0.1408E+03;0.1186E+03;0.539;1.78;00:29:50.000
238.04;0.594;0.0761E+03;49.969;300;20;0.1415E+03;0.1193E+03;0.538;1.76;00:29:50.100
238.02;0.706;0.0902E+03;49.968;300;20;0.1680E+03;0.1417E+03;0.537;1.77;00:29:50.200
237.98;0.751;0.0964E+03;49.969;300;20;0.1787E+03;0.1505E+03;0.539;1.77;00:29:50.300
238.00;0.751;0.0964E+03;49.969;300;20;0.1788E+03;0.1506E+03;0.539;1.77;00:29:50.400
237.99;0.738;0.0947E+03;49.971;300;20;0.1757E+03;0.1480E+03;0.539;1.75;00:29:50.500
237.95;0.747;0.0956E+03;49.970;300;20;0.1778E+03;0.1499E+03;0.538;1.78;00:29:50.600
237.94;0.741;0.0951E+03;49.971;300;20;0.1764E+03;0.1486E+03;0.539;1.75;00:29:50.700
237.96;0.749;0.0961E+03;49.970;300;20;0.1783E+03;0.1502E+03;0.539;1.76;00:29:50.800
237.95;0.737;0.0947E+03;49.969;300;20;0.1753E+03;0.1475E+03;0.540;1.76;00:29:50.900
237.90;1.106;0.1274E+03;49.968;300;20;0.2632E+03;0.2303E+03;0.484;1.86;00:29:51.000
237.75;1.907;0.2337E+03;49.966;300;20;0.4534E+03;0.3885E+03;0.515;1.88;00:29:51.100
237.95;0.595;0.0763E+03;49.966;300;20;0.1417E+03;0.1193E+03;0.539;1.76;00:29:51.200
237.92;0.592;0.0758E+03;49.966;300;20;0.1409E+03;0.1187E+03;0.538;1.77;00:29:51.300
237.95;0.647;0.0828E+03;49.966;300;20;0.1540E+03;0.1299E+03;0.538;1.77;00:29:51.400
237.91;0.747;0.0959E+03;49.964;300;20;0.1777E+03;0.1497E+03;0.539;1.77;00:29:51.500
237.95;0.748;0.0959E+03;49.965;300;20;0.1780E+03;0.1500E+03;0.539;1.77;00:29:51.600
237.96;0.755;0.0967E+03;49.965;300;20;0.1796E+03;0.1513E+03;0.539;1.78;00:29:51.700
237.99;0.742;0.0953E+03;49.966;300;20;0.1765E+03;0.1486E+03;0.540;1.78;00:29:51.800
237.98;0.745;0.0956E+03;49.967;300;20;0.1772E+03;0.1491E+03;0.540;1.78;00:29:51.900
238.01;0.747;0.0959E+03;49.965;300;20;0.1777E+03;0.1497E+03;0.539;1.78;00:29:52.000
