#Device;NPA101
#Device Name;NO NAME
#Format;LOG
#Date;2000-01-01
#Version;01.002-02.430-03.730
#Serial No.;000100329
#Mode;Unlimited
#Logging Interval[s];0.100
#Specified Logging Count;-----
#Specified Logging Time[s];-----
#Start Time;00:36:30
#Stop Time;00:37:15
#Actual Count;453         
URMS[V];IRMS[A];P[W];FPLL[Hz];URange[V];IRange[A];S[VA];Q[var];LAMBDA[];UTHD[%];Timestamp
237.91;0.823;0.1043E+03;50.052;300;20;0.1958E+03;0.1657E+03;0.533;1.70;00:36:34.100
237.94;0.756;0.0961E+03;50.052;300;20;0.1798E+03;0.1520E+03;0.534;1.70;00:36:34.200
237.92;0.753;0.0959E+03;50.052;300;20;0.1791E+03;0.1513E+03;0.535;1.71;00:36:34.300
237.94;0.746;0.0950E+03;50.052;300;20;0.1774E+03;0.1498E+03;0.536;1.69;00:36:34.400
237.94;0.755;0.0961E+03;50.052;300;20;0.1796E+03;0.1517E+03;0.535;1.70;00:36:34.500
237.95;0.756;0.0964E+03;50.052;300;20;0.1798E+03;0.1518E+03;0.536;1.67;00:36:34.600
237.94;0.758;0.0966E+03;50.053;300;20;0.1804E+03;0.1523E+03;0.536;1.68;00:36:34.700
237.93;0.746;0.0951E+03;50.053;300;20;0.1776E+03;0.1500E+03;0.536;1.67;00:36:34.800
237.92;0.756;0.0964E+03;50.053;300;20;0.1799E+03;0.1519E+03;0.536;1.68;00:36:34.900
237.91;0.749;0.0954E+03;50.054;300;20;0.1782E+03;0.1505E+03;0.535;1.69;00:36:35.000
237.92;0.758;0.0964E+03;50.054;300;20;0.1803E+03;0.1523E+03;0.535;1.69;00:36:35.100
237.91;0.765;0.0972E+03;50.054;300;20;0.1819E+03;0.1537E+03;0.535;1.66;00:36:35.200
237.84;1.217;0.1510E+03;50.054;300;20;0.2894E+03;0.2469E+03;0.522;1.73;00:36:35.300
237.84;1.305;0.1648E+03;50.054;300;20;0.3103E+03;0.2629E+03;0.531;1.71;00:36:35.400
237.87;1.041;0.1295E+03;50.054;300;20;0.2477E+03;0.2112E+03;0.523;1.70;00:36:35.500
237.90;0.713;0.0908E+03;50.054;300;20;0.1696E+03;0.1432E+03;0.536;1.67;00:36:35.600
237.89;0.748;0.0951E+03;50.054;300;20;0.1778E+03;0.1502E+03;0.535;1.67;00:36:35.700
237.95;0.754;0.0960E+03;50.053;300;20;0.1794E+03;0.1516E+03;0.535;1.68;00:36:35.800
237.95;0.758;0.0964E+03;50.053;300;20;0.1803E+03;0.1524E+03;0.535;1.69;00:36:35.900
237.92;0.753;0.0957E+03;50.054;300;20;0.1792E+03;0.1516E+03;0.534;1.66;00:36:36.000
237.91;0.747;0.0950E+03;50.056;300;20;0.1778E+03;0.1503E+03;0.534;1.66;00:36:36.100
237.91;0.756;0.0960E+03;50.055;300;20;0.1799E+03;0.1522E+03;0.533;1.64;00:36:36.200
237.90;0.749;0.0951E+03;50.055;300;20;0.1781E+03;0.1506E+03;0.534;1.66;00:36:36.300
237.92;0.756;0.0960E+03;50.055;300;20;0.1799E+03;0.1521E+03;0.534;1.67;00:36:36.400
237.92;0.758;0.0961E+03;50.056;300;20;0.1802E+03;0.1525E+03;0.533;1.67;00:36:36.500
237.93;0.760;0.0966E+03;50.056;300;20;0.1809E+03;0.1530E+03;0.534;1.67;00:36:36.600
237.94;0.800;0.1011E+03;50.056;300;20;0.1903E+03;0.1612E+03;0.531;1.69;00:36:36.700
237.86;1.296;0.1615E+03;50.057;300;20;0.3082E+03;0.2625E+03;0.524;1.71;00:36:36.800
237.85;1.360;0.1715E+03;50.056;300;20;0.3234E+03;0.2742E+03;0.530;1.69;00:36:36.900
237.89;1.108;0.1386E+03;50.055;300;20;0.2637E+03;0.2243E+03;0.526;1.70;00:36:37.000
237.94;0.734;0.0936E+03;50.053;300;20;0.1746E+03;0.1474E+03;0.536;1.69;00:36:37.100
237.94;0.741;0.0943E+03;50.054;300;20;0.1763E+03;0.1490E+03;0.535;1.68;00:36:37.200
237.91;0.762;0.0966E+03;50.054;300;20;0.1812E+03;0.1533E+03;0.533;1.68;00:36:37.300
237.90;0.751;0.0954E+03;50.054;300;20;0.1787E+03;0.1511E+03;0.534;1.68;00:36:37.400
237.90;0.757;0.0961E+03;50.053;300;20;0.1801E+03;0.1523E+03;0.534;1.67;00:36:37.500
237.88;0.752;0.0956E+03;50.054;300;20;0.1790E+03;0.1513E+03;0.534;1.70;00:36:37.600
237.91;0.758;0.0964E+03;50.052;300;20;0.1804E+03;0.1525E+03;0.534;1.69;00:36:37.700
237.92;0.747;0.0951E+03;50.052;300;20;0.1776E+03;0.1500E+03;0.535;1.66;00:36:37.800
237.91;0.756;0.0961E+03;50.053;300;20;0.1798E+03;0.1520E+03;0.534;1.67;00:36:37.900
237.91;0.754;0.0959E+03;50.053;300;20;0.1794E+03;0.1517E+03;0.534;1.68;00:36:38.000
237.91;0.758;0.0964E+03;50.054;300;20;0.1803E+03;0.1523E+03;0.535;1.71;00:36:38.100
237.87;0.873;0.1094E+03;50.052;300;20;0.2077E+03;0.1765E+03;0.527;1.71;00:36:38.200
237.76;1.403;0.1765E+03;50.053;300;20;0.3336E+03;0.2831E+03;0.529;1.75;00:36:38.300
237.82;1.294;0.1637E+03;50.052;300;20;0.3077E+03;0.2605E+03;0.532;1.73;00:36:38.400
237.86;0.985;0.1226E+03;50.053;300;20;0.2342E+03;0.1995E+03;0.524;1.74;00:36:38.500
237.92;0.722;0.0921E+03;50.052;300;20;0.1717E+03;0.1450E+03;0.536;1.71;00:36:38.600
237.91;0.743;0.0947E+03;50.052;300;20;0.1767E+03;0.1492E+03;0.536;1.70;00:36:38.700
237.90;0.749;0.0954E+03;50.052;300;20;0.1782E+03;0.1505E+03;0.535;1.74;00:36:38.800
237.88;0.757;0.0964E+03;50.050;300;20;0.1800E+03;0.1520E+03;0.535;1.70;00:36:38.900
237.86;0.756;0.0963E+03;50.050;300;20;0.1797E+03;0.1518E+03;0.536;1.72;00:36:39.000
237.85;0.747;0.0952E+03;50.049;300;20;0.1777E+03;0.1501E+03;0.536;1.72;00:36:39.100
237.87;0.751;0.0956E+03;50.050;300;20;0.1786E+03;0.1509E+03;0.535;1.72;00:36:39.200
237.86;0.742;0.0944E+03;50.049;300;20;0.1765E+03;0.1491E+03;0.535;1.72;00:36:39.300
237.84;0.756;0.0962E+03;50.048;300;20;0.1798E+03;0.1520E+03;0.535;1.70;00:36:39.400
237.85;0.749;0.0954E+03;50.047;300;20;0.1782E+03;0.1505E+03;0.535;1.71;00:36:39.500
237.84;0.752;0.0958E+03;50.048;300;20;0.1788E+03;0.1510E+03;0.536;1.73;00:36:39.600
237.88;0.823;0.1036E+03;50.048;300;20;0.1957E+03;0.1660E+03;0.529;1.71;00:36:39.700
237.79;1.298;0.1628E+03;50.050;300;20;0.3086E+03;0.2621E+03;0.528;1.75;00:36:39.800
237.78;1.215;0.1535E+03;50.050;300;20;0.2889E+03;0.2448E+03;0.531;1.74;00:36:39.900
237.79;1.167;0.1472E+03;50.052;300;20;0.2775E+03;0.2352E+03;0.530;1.70;00:36:40.000
237.85;0.805;0.1022E+03;50.052;300;20;0.1914E+03;0.1618E+03;0.534;1.71;00:36:40.100
237.84;0.744;0.0947E+03;50.052;300;20;0.1770E+03;0.1495E+03;0.535;1.70;00:36:40.200
237.86;0.753;0.0958E+03;50.053;300;20;0.1792E+03;0.1515E+03;0.534;1.70;00:36:40.300
237.87;0.749;0.0954E+03;50.053;300;20;0.1782E+03;0.1505E+03;0.535;1.70;00:36:40.400
237.83;0.752;0.0957E+03;50.053;300;20;0.1788E+03;0.1511E+03;0.535;1.70;00:36:40.500
237.88;0.756;0.0963E+03;50.052;300;20;0.1797E+03;0.1518E+03;0.536;1.70;00:36:40.600
237.86;0.755;0.0958E+03;50.050;300;20;0.1795E+03;0.1518E+03;0.534;1.71;00:36:40.700
237.85;0.752;0.0957E+03;50.050;300;20;0.1789E+03;0.1511E+03;0.535;1.70;00:36:40.800
237.84;0.755;0.0959E+03;50.052;300;20;0.1795E+03;0.1517E+03;0.535;1.71;00:36:40.900
237.83;0.745;0.0948E+03;50.051;300;20;0.1771E+03;0.1496E+03;0.536;1.71;00:36:41.000
237.86;0.759;0.0966E+03;50.051;300;20;0.1805E+03;0.1524E+03;0.536;1.71;00:36:41.100
237.85;0.756;0.0962E+03;50.051;300;20;0.1797E+03;0.1518E+03;0.535;1.68;00:36:41.200
237.77;1.256;0.1573E+03;50.051;300;20;0.2987E+03;0.2540E+03;0.527;1.71;00:36:41.300
237.77;1.244;0.1573E+03;50.051;300;20;0.2959E+03;0.2506E+03;0.532;1.73;00:36:41.400
237.80;1.154;0.1459E+03;50.051;300;20;0.2745E+03;0.2325E+03;0.532;1.74;00:36:41.500
237.78;1.164;0.1472E+03;50.051;300;20;0.2767E+03;0.2343E+03;0.532;1.73;00:36:41.600
237.89;0.738;0.0940E+03;50.052;300;20;0.1755E+03;0.1482E+03;0.536;1.72;00:36:41.700
237.85;0.750;0.0955E+03;50.052;300;20;0.1785E+03;0.1508E+03;0.535;1.72;00:36:41.800
237.83;0.746;0.0952E+03;50.049;300;20;0.1775E+03;0.1498E+03;0.536;1.71;00:36:41.900
237.82;0.754;0.0961E+03;50.050;300;20;0.1793E+03;0.1514E+03;0.536;1.71;00:36:42.000
237.87;0.746;0.0951E+03;50.049;300;20;0.1775E+03;0.1499E+03;0.536;1.71;00:36:42.100
237.88;0.761;0.0969E+03;50.050;300;20;0.1810E+03;0.1529E+03;0.535;1.70;00:36:42.200
237.87;0.750;0.0954E+03;50.049;300;20;0.1784E+03;0.1507E+03;0.535;1.70;00:36:42.300
237.89;0.752;0.0958E+03;50.050;300;20;0.1788E+03;0.1510E+03;0.536;1.70;00:36:42.400
237.85;0.738;0.0940E+03;50.048;300;20;0.1754E+03;0.1481E+03;0.536;1.69;00:36:42.500
237.86;0.756;0.0963E+03;50.048;300;20;0.1798E+03;0.1518E+03;0.536;1.70;00:36:42.600
237.87;0.753;0.0960E+03;50.047;300;20;0.1791E+03;0.1512E+03;0.536;1.70;00:36:42.700
237.88;0.749;0.0955E+03;50.048;300;20;0.1781E+03;0.1503E+03;0.536;1.70;00:36:42.800
237.80;1.239;0.1566E+03;50.050;300;20;0.2947E+03;0.2496E+03;0.531;1.75;00:36:42.900
237.79;1.108;0.1401E+03;50.048;300;20;0.2636E+03;0.2233E+03;0.531;1.73;00:36:43.000
237.80;1.105;0.1397E+03;50.049;300;20;0.2627E+03;0.2225E+03;0.532;1.71;00:36:43.100
237.81;1.108;0.1401E+03;50.048;300;20;0.2634E+03;0.2231E+03;0.532;1.75;00:36:43.200
237.81;0.744;0.0949E+03;50.047;300;20;0.1769E+03;0.1493E+03;0.536;1.70;00:36:43.300
237.81;0.741;0.0946E+03;50.046;300;20;0.1763E+03;0.1487E+03;0.537;1.70;00:36:43.400
237.81;0.752;0.0958E+03;50.048;300;20;0.1789E+03;0.1511E+03;0.535;1.69;00:36:43.500
237.81;0.753;0.0960E+03;50.050;300;20;0.1791E+03;0.1512E+03;0.536;1.69;00:36:43.600
237.89;0.760;0.0969E+03;50.051;300;20;0.1808E+03;0.1526E+03;0.536;1.70;00:36:43.700
237.91;0.751;0.0958E+03;50.052;300;20;0.1788E+03;0.1510E+03;0.536;1.68;00:36:43.800
237.90;0.752;0.0958E+03;50.051;300;20;0.1789E+03;0.1511E+03;0.536;1.71;00:36:43.900
237.89;0.755;0.0961E+03;50.052;300;20;0.1796E+03;0.1517E+03;0.535;1.70;00:36:44.000
237.88;0.750;0.0957E+03;50.052;300;20;0.1784E+03;0.1506E+03;0.536;1.70;00:36:44.100
237.90;0.756;0.0963E+03;50.054;300;20;0.1799E+03;0.1519E+03;0.536;1.68;00:36:44.200
237.85;0.741;0.0944E+03;50.054;300;20;0.1764E+03;0.1490E+03;0.535;1.68;00:36:44.300
237.85;0.775;0.0985E+03;50.055;300;20;0.1843E+03;0.1557E+03;0.535;1.70;00:36:44.400
237.77;1.168;0.1474E+03;50.054;300;20;0.2776E+03;0.2353E+03;0.531;1.71;00:36:44.500
237.81;1.112;0.1408E+03;50.054;300;20;0.2645E+03;0.2238E+03;0.533;1.72;00:36:44.600
237.80;1.103;0.1397E+03;50.053;300;20;0.2624E+03;0.2221E+03;0.532;1.71;00:36:44.700
237.81;1.080;0.1364E+03;50.051;300;20;0.2568E+03;0.2176E+03;0.531;1.71;00:36:44.800
237.84;0.743;0.0948E+03;50.051;300;20;0.1766E+03;0.1491E+03;0.536;1.70;00:36:44.900
237.86;0.758;0.0966E+03;50.051;300;20;0.1804E+03;0.1524E+03;0.535;1.69;00:36:45.000
237.84;0.745;0.0950E+03;50.052;300;20;0.1772E+03;0.1496E+03;0.536;1.71;00:36:45.100
237.85;0.755;0.0962E+03;50.051;300;20;0.1796E+03;0.1516E+03;0.536;1.70;00:36:45.200
237.84;0.746;0.0951E+03;50.050;300;20;0.1775E+03;0.1499E+03;0.536;1.70;00:36:45.300
237.85;0.750;0.0955E+03;50.049;300;20;0.1785E+03;0.1507E+03;0.535;1.68;00:36:45.400
237.84;0.756;0.0964E+03;50.049;300;20;0.1798E+03;0.1518E+03;0.536;1.68;00:36:45.500
237.84;0.745;0.0950E+03;50.048;300;20;0.1772E+03;0.1495E+03;0.536;1.70;00:36:45.600
237.85;0.754;0.0961E+03;50.049;300;20;0.1794E+03;0.1515E+03;0.536;1.70;00:36:45.700
237.85;0.747;0.0952E+03;50.051;300;20;0.1777E+03;0.1500E+03;0.536;1.69;00:36:45.800
237.83;0.751;0.0958E+03;50.050;300;20;0.1787E+03;0.1509E+03;0.536;1.66;00:36:45.900
237.84;0.761;0.0970E+03;50.051;300;20;0.1810E+03;0.1528E+03;0.536;1.69;00:36:46.000
237.77;1.103;0.1395E+03;50.052;300;20;0.2623E+03;0.2222E+03;0.532;1.73;00:36:46.100
237.77;1.046;0.1323E+03;50.052;300;20;0.2486E+03;0.2105E+03;0.532;1.71;00:36:46.200
237.77;1.057;0.1338E+03;50.053;300;20;0.2514E+03;0.2128E+03;0.532;1.70;00:36:46.300
237.77;1.054;0.1334E+03;50.054;300;20;0.2505E+03;0.2121E+03;0.532;1.70;00:36:46.400
237.81;0.770;0.0980E+03;50.055;300;20;0.1831E+03;0.1546E+03;0.536;1.70;00:36:46.500
237.82;0.758;0.0967E+03;50.054;300;20;0.1803E+03;0.1522E+03;0.536;1.69;00:36:46.600
237.84;0.749;0.0955E+03;50.053;300;20;0.1782E+03;0.1505E+03;0.536;1.70;00:36:46.700
237.82;0.755;0.0963E+03;50.052;300;20;0.1797E+03;0.1517E+03;0.536;1.68;00:36:46.800
237.82;0.753;0.0960E+03;50.053;300;20;0.1791E+03;0.1513E+03;0.536;1.70;00:36:46.900
237.80;0.755;0.0962E+03;50.052;300;20;0.1795E+03;0.1515E+03;0.536;1.69;00:36:47.000
237.81;0.748;0.0953E+03;50.051;300;20;0.1779E+03;0.1503E+03;0.536;1.69;00:36:47.100
237.84;0.755;0.0961E+03;50.051;300;20;0.1795E+03;0.1515E+03;0.536;1.68;00:36:47.200
237.83;0.752;0.0959E+03;50.051;300;20;0.1789E+03;0.1511E+03;0.536;1.68;00:36:47.300
237.84;0.761;0.0970E+03;50.050;300;20;0.1810E+03;0.1528E+03;0.536;1.70;00:36:47.400
237.82;0.743;0.0947E+03;50.050;300;20;0.1768E+03;0.1493E+03;0.535;1.67;00:36:47.500
237.84;0.751;0.0958E+03;50.049;300;20;0.1787E+03;0.1509E+03;0.536;1.69;00:36:47.600
237.80;1.136;0.1435E+03;50.050;300;20;0.2701E+03;0.2289E+03;0.531;1.70;00:36:47.700
237.78;1.064;0.1345E+03;50.050;300;20;0.2529E+03;0.2142E+03;0.532;1.70;00:36:47.800
237.81;1.052;0.1331E+03;50.050;300;20;0.2501E+03;0.2118E+03;0.532;1.71;00:36:47.900
237.80;1.048;0.1324E+03;50.051;300;20;0.2493E+03;0.2112E+03;0.531;1.70;00:36:48.000
237.85;0.844;0.1070E+03;50.050;300;20;0.2007E+03;0.1698E+03;0.533;1.70;00:36:48.100
237.85;0.745;0.0948E+03;50.050;300;20;0.1771E+03;0.1496E+03;0.535;1.67;00:36:48.200
237.85;0.763;0.0970E+03;50.049;300;20;0.1814E+03;0.1534E+03;0.534;1.68;00:36:48.300
237.89;0.750;0.0954E+03;50.048;300;20;0.1783E+03;0.1507E+03;0.535;1.68;00:36:48.400
237.90;0.751;0.0957E+03;50.049;300;20;0.1787E+03;0.1509E+03;0.536;1.71;00:36:48.500
237.91;0.749;0.0954E+03;50.051;300;20;0.1783E+03;0.1506E+03;0.535;1.69;00:36:48.600
237.93;0.758;0.0966E+03;50.051;300;20;0.1805E+03;0.1524E+03;0.535;1.69;00:36:48.700
237.91;0.739;0.0941E+03;50.051;300;20;0.1758E+03;0.1484E+03;0.536;1.72;00:36:48.800
237.92;0.759;0.0966E+03;50.051;300;20;0.1805E+03;0.1525E+03;0.535;1.69;00:36:48.900
237.93;0.748;0.0955E+03;50.052;300;20;0.1781E+03;0.1503E+03;0.536;1.70;00:36:49.000
237.93;0.751;0.0957E+03;50.052;300;20;0.1788E+03;0.1510E+03;0.535;1.69;00:36:49.100
237.94;0.756;0.0963E+03;50.052;300;20;0.1799E+03;0.1520E+03;0.535;1.69;00:36:49.200
237.88;0.975;0.1222E+03;50.052;300;20;0.2319E+03;0.1970E+03;0.527;1.70;00:36:49.300
237.85;1.038;0.1312E+03;50.054;300;20;0.2469E+03;0.2091E+03;0.532;1.70;00:36:49.400
237.86;1.003;0.1268E+03;50.054;300;20;0.2386E+03;0.2022E+03;0.531;1.70;00:36:49.500
237.85;0.994;0.1258E+03;50.054;300;20;0.2365E+03;0.2003E+03;0.532;1.70;00:36:49.600
237.85;0.989;0.1249E+03;50.054;300;20;0.2351E+03;0.1992E+03;0.531;1.71;00:36:49.700
237.85;1.012;0.1281E+03;50.055;300;20;0.2407E+03;0.2037E+03;0.532;1.70;00:36:49.800
237.90;0.828;0.1051E+03;50.055;300;20;0.1969E+03;0.1665E+03;0.534;1.70;00:36:49.900
237.86;0.747;0.0952E+03;50.055;300;20;0.1776E+03;0.1499E+03;0.536;1.69;00:36:50.000
237.88;0.753;0.0958E+03;50.055;300;20;0.1791E+03;0.1513E+03;0.535;1.69;00:36:50.100
237.88;0.753;0.0959E+03;50.056;300;20;0.1790E+03;0.1512E+03;0.536;1.68;00:36:50.200
237.87;0.752;0.0956E+03;50.057;300;20;0.1788E+03;0.1511E+03;0.535;1.67;00:36:50.300
237.88;0.752;0.0957E+03;50.056;300;20;0.1788E+03;0.1510E+03;0.535;1.68;00:36:50.400
237.83;0.749;0.0951E+03;50.055;300;20;0.1781E+03;0.1506E+03;0.534;1.67;00:36:50.500
237.87;0.756;0.0962E+03;50.054;300;20;0.1799E+03;0.1520E+03;0.535;1.68;00:36:50.600
237.88;0.756;0.0963E+03;50.055;300;20;0.1798E+03;0.1518E+03;0.536;1.67;00:36:50.700
237.88;0.746;0.0952E+03;50.055;300;20;0.1774E+03;0.1497E+03;0.537;1.69;00:36:50.800
237.86;0.750;0.0957E+03;50.054;300;20;0.1784E+03;0.1506E+03;0.536;1.70;00:36:50.900
237.84;0.816;0.1034E+03;50.054;300;20;0.1941E+03;0.1643E+03;0.533;1.67;00:36:51.000
237.80;1.064;0.1345E+03;50.053;300;20;0.2529E+03;0.2142E+03;0.532;1.70;00:36:51.100
237.82;0.999;0.1266E+03;50.053;300;20;0.2376E+03;0.2011E+03;0.533;1.72;00:36:51.200
237.84;0.995;0.1262E+03;50.052;300;20;0.2367E+03;0.2003E+03;0.533;1.72;00:36:51.300
237.85;0.997;0.1263E+03;50.052;300;20;0.2370E+03;0.2006E+03;0.533;1.72;00:36:51.400
237.84;1.002;0.1267E+03;50.053;300;20;0.2383E+03;0.2018E+03;0.532;1.69;00:36:51.500
237.83;0.930;0.1179E+03;50.054;300;20;0.2211E+03;0.1870E+03;0.533;1.69;00:36:51.600
237.87;0.751;0.0958E+03;50.053;300;20;0.1786E+03;0.1508E+03;0.536;1.70;00:36:51.700
237.87;0.756;0.0964E+03;50.051;300;20;0.1797E+03;0.1517E+03;0.536;1.71;00:36:51.800
237.88;0.755;0.0962E+03;50.051;300;20;0.1796E+03;0.1517E+03;0.535;1.70;00:36:51.900
237.85;0.754;0.0961E+03;50.050;300;20;0.1794E+03;0.1515E+03;0.536;1.69;00:36:52.000
237.85;0.756;0.0962E+03;50.049;300;20;0.1799E+03;0.1520E+03;0.535;1.69;00:36:52.100
237.87;0.752;0.0958E+03;50.049;300;20;0.1789E+03;0.1510E+03;0.536;1.68;00:36:52.200
237.88;0.756;0.0961E+03;50.050;300;20;0.1798E+03;0.1520E+03;0.534;1.68;00:36:52.300
237.89;0.761;0.0968E+03;50.049;300;20;0.1810E+03;0.1529E+03;0.535;1.67;00:36:52.400
237.81;0.753;0.0956E+03;50.049;300;20;0.1791E+03;0.1514E+03;0.534;1.66;00:36:52.500
237.84;0.766;0.0973E+03;50.048;300;20;0.1822E+03;0.1540E+03;0.534;1.68;00:36:52.600
237.87;0.749;0.0954E+03;50.047;300;20;0.1783E+03;0.1506E+03;0.535;1.67;00:36:52.700
237.83;0.848;0.1070E+03;50.048;300;20;0.2018E+03;0.1711E+03;0.530;1.68;00:36:52.800
237.79;0.943;0.1192E+03;50.049;300;20;0.2243E+03;0.1900E+03;0.531;1.67;00:36:52.900
237.80;0.946;0.1196E+03;50.049;300;20;0.2250E+03;0.1906E+03;0.532;1.65;00:36:53.000
237.81;0.940;0.1190E+03;50.050;300;20;0.2236E+03;0.1893E+03;0.532;1.70;00:36:53.100
237.80;0.947;0.1194E+03;50.051;300;20;0.2251E+03;0.1909E+03;0.530;1.68;00:36:53.200
237.80;0.942;0.1189E+03;50.051;300;20;0.2240E+03;0.1899E+03;0.531;1.68;00:36:53.300
237.78;0.947;0.1196E+03;50.051;300;20;0.2252E+03;0.1909E+03;0.531;1.69;00:36:53.400
237.82;0.855;0.1082E+03;50.051;300;20;0.2032E+03;0.1720E+03;0.532;1.70;00:36:53.500
237.83;0.750;0.0953E+03;50.051;300;20;0.1783E+03;0.1507E+03;0.534;1.69;00:36:53.600
237.85;0.750;0.0955E+03;50.050;300;20;0.1783E+03;0.1506E+03;0.535;1.70;00:36:53.700
237.86;0.747;0.0952E+03;50.051;300;20;0.1777E+03;0.1501E+03;0.535;1.68;00:36:53.800
237.84;0.756;0.0962E+03;50.051;300;20;0.1799E+03;0.1520E+03;0.535;1.69;00:36:53.900
237.87;0.752;0.0959E+03;50.052;300;20;0.1789E+03;0.1510E+03;0.536;1.69;00:36:54.000
237.87;0.758;0.0966E+03;50.052;300;20;0.1804E+03;0.1524E+03;0.535;1.69;00:36:54.100
